#chr	start	end	gene_id	strand	gene_name
chr11	44095672	44251961	ENSG00000151348	+	EXT2
chr11	44564426	44620357	ENSG00000085117	+	CD82
chr11	45804071	45813015	ENSG00000181830	+	SLC35C1
chr11	45847117	45883247	ENSG00000121671	+	CRY2
chr11	45909662	45918811	ENSG00000121680	-	PEX16
chr11	46617526	46674817	ENSG00000175224	+	ATG13
chr11	46677079	46700618	ENSG00000175220	-	ARHGAP1
chr11	46719212	46739505	ENSG00000180210	+	F2
chr11	46743047	46846307	ENSG00000175216	-	CKAP5
chr11	46856716	46918641	ENSG00000134569	-	LRP4
chr11	46936688	47164384	ENSG00000149179	+	C11orf49
chr11	47239301	47248905	ENSG00000134575	-	ACP2
chr11	47248299	47269032	ENSG00000025434	+	NR1H3
chr11	47269160	47330030	ENSG00000110514	+	MADD
chr11	47407131	47416495	ENSG00000165915	+	SLC39A13
chr11	47418768	47426472	ENSG00000165916	-	PSMC3
chr11	47465932	47565568	ENSG00000149187	-	CELF1
chr11	47565335	47584561	ENSG00000213619	+	NDUFS3
chr11	47586677	47589193	ENSG00000196666	+	FAM180B
chr11	47589666	47594410	ENSG00000172247	-	C1QTNF4
chr11	47617314	47642606	ENSG00000109919	-	MTCH2
chr11	47716493	47767442	ENSG00000109920	-	FNBP4
chr11	47778086	47848554	ENSG00000030066	-	NUP160
chr11	47980557	48170840	ENSG00000149177	+	PTPRJ
chr11	49145091	49208637	ENSG00000086205	-	FOLH1
chr11	57299637	57324951	ENSG00000149115	-	TNKS1BP1
chr11	57406953	57427579	ENSG00000134802	-	SLC43A3
chr11	57528463	57530802	ENSG00000134809	-	TIMM10
chr11	57753242	57819545	ENSG00000198561	+	CTNND1
chr11	58526870	58578219	ENSG00000110031	-	LPXN
chr11	58579171	58624638	ENSG00000255073	+	ZFP91-CNTF
chr11	59171429	59208587	ENSG00000110042	+	DTX4
chr11	59713455	59805881	ENSG00000166900	+	STX3
chr11	60172013	60184665	ENSG00000110077	-	MS4A6A
chr11	60185656	60318079	ENSG00000110079	+	MS4A4A
chr11	60378484	60395950	ENSG00000166927	+	MS4A7
chr11	60378529	60417755	ENSG00000166928	+	MS4A14
chr11	60842112	60851080	ENSG00000110104	+	CCDC86
chr11	60914157	60923442	ENSG00000110108	+	TMEM109
chr11	60924459	60937158	ENSG00000006118	+	TMEM132A
chr11	61258285	61295315	ENSG00000167992	-	VWCE
chr11	61299450	61342595	ENSG00000167986	-	DDB1
chr11	61402640	61430030	ENSG00000149532	-	CPSF7
chr11	61680390	61747000	ENSG00000134780	+	DAGLA
chr11	61768500	61792801	ENSG00000134825	-	TMEM258
chr11	61792979	61867353	ENSG00000134824	+	FADS2
chr11	61873518	61892050	ENSG00000221968	-	FADS3
chr11	61897300	61920268	ENSG00000167994	-	RAB3IL1
chr11	62242238	62244811	ENSG00000124935	+	SCGB1D2
chr11	62433541	62556234	ENSG00000124942	-	AHNAK
chr11	62559602	62591530	ENSG00000255508	-	AP002990.1
chr11	62593213	62601864	ENSG00000149480	-	MTA2
chr11	62624825	62646725	ENSG00000089597	-	GANAB
chr11	62649693	62665177	ENSG00000255432	-	AP001458.2
chr11	62662816	62672254	ENSG00000162194	-	LBHD1
chr11	62690274	62727383	ENSG00000234857	-	HNRNPUL2-BSCL2
chr11	62728068	62740283	ENSG00000162222	+	TTC9C
chr11	62771628	62792005	ENSG00000168569	-	TMEM223
chr11	62792122	62806301	ENSG00000162231	-	NXF1
chr11	62908678	62921806	ENSG00000168539	-	CHRM1
chr11	63369784	63410293	ENSG00000149742	+	SLC22A9
chr11	63573194	63616882	ENSG00000176485	-	PLAAT3
chr11	63624086	63671920	ENSG00000184743	-	ATL3
chr11	63911229	63917163	ENSG00000167771	-	RCOR2
chr11	63938993	63957318	ENSG00000110583	+	NAA40
chr11	64185271	64204542	ENSG00000168439	+	STIP1
chr11	64223798	64226253	ENSG00000149743	-	TRPT1
chr11	64225940	64230685	ENSG00000149761	+	NUDT22
chr11	64230277	64234280	ENSG00000110011	+	DNAJC4
chr11	64234583	64239263	ENSG00000173511	+	VEGFB
chr11	64244478	64246942	ENSG00000173457	-	PPP1R14B
chr11	64251529	64269149	ENSG00000149782	+	PLCB3
chr11	64270061	64289499	ENSG00000173264	+	GPR137
chr11	64340203	64357533	ENSG00000168071	+	CCDC88B
chr11	64359147	64372214	ENSG00000162302	+	RPS6KA4
chr11	64606173	64723196	ENSG00000110076	-	NRXN2
chr11	64746388	64759973	ENSG00000068976	-	PYGM
chr11	64764605	64778785	ENSG00000168066	-	SF1
chr11	64851641	64888295	ENSG00000110047	-	EHD1
chr11	64894545	64917210	ENSG00000110046	-	ATG2A
chr11	65014181	65040569	ENSG00000273003	+	ARL2-SNX15
chr11	65084221	65088397	ENSG00000162300	+	ZFPL1
chr11	65089323	65111861	ENSG00000149823	+	VPS51
chr11	65111844	65116383	ENSG00000149809	+	TM7SF2
chr11	65180565	65212005	ENSG00000014216	+	CAPN1
chr11	65261927	65326542	ENSG00000285816	+	AP000944.5
chr11	65538558	65558929	ENSG00000168056	-	LTBP3
chr11	65615772	65637438	ENSG00000197136	+	PCNX3
chr11	65833942	65853700	ENSG00000172803	+	SNX32
chr11	65857125	65867652	ENSG00000172732	+	MUS81
chr11	65866440	65873591	ENSG00000172638	-	EFEMP2
chr11	65879808	65883740	ENSG00000172543	+	CTSW
chr11	65883739	65888530	ENSG00000172500	-	FIBP
chr11	65961728	65980136	ENSG00000175467	+	SART1
chr11	66050728	66069307	ENSG00000087365	+	SF3B2
chr11	66257293	66267859	ENSG00000174996	+	KLC2
chr11	66480012	66509656	ENSG00000254986	+	DPP3
chr11	66563463	66568878	ENSG00000174080	-	CTSF
chr11	66593184	66606018	ENSG00000173992	+	CCS
chr11	66616625	66646468	ENSG00000248643	+	RBM14-RBM4
chr11	66682496	66729225	ENSG00000173898	-	SPTBN2
chr11	66848416	66958385	ENSG00000173599	-	PC
chr11	67056846	67072016	ENSG00000173156	+	RHOD
chr11	67266472	67286555	ENSG00000173020	+	GRK2
chr11	67289302	67302483	ENSG00000172932	+	ANKRD13D
chr11	67317870	67398409	ENSG00000172613	+	RAD9A
chr11	67398180	67421182	ENSG00000172531	-	PPP1CA
chr11	67414967	67425606	ENSG00000172508	+	CARNS1
chr11	68039024	68050894	ENSG00000110719	+	TCIRG1
chr11	68261337	68272000	ENSG00000171067	-	C11orf24
chr11	68312590	68449274	ENSG00000162337	+	LRP5
chr11	68903862	68940600	ENSG00000132740	+	IGHMBP2
chr11	69072914	69162439	ENSG00000287725	+	AP003071.5
chr11	70078301	70189527	ENSG00000131620	+	ANO1
chr11	70203295	70207389	ENSG00000168040	+	FADD
chr11	70270689	70385311	ENSG00000131626	+	PPFIA1
chr11	70467853	71252576	ENSG00000162105	-	SHANK2
chr11	71929017	71997596	ENSG00000137522	+	RNF121
chr11	72002863	72080692	ENSG00000137497	-	NUMA1
chr11	72114868	72139891	ENSG00000110203	+	FOLR3
chr11	72223700	72239146	ENSG00000165458	+	INPPL1
chr11	72285494	72434679	ENSG00000162129	-	CLPB
chr11	72685068	72793598	ENSG00000186635	-	ARAP1
chr11	72754728	72794046	ENSG00000214530	-	STARD10
chr11	72814405	72843673	ENSG00000168010	+	ATG16L2
chr11	73218280	73242426	ENSG00000175591	+	P2RY2
chr11	73400486	73598188	ENSG00000054965	-	FAM168A
chr11	73646177	73662818	ENSG00000021300	+	PLEKHB1
chr11	73787871	73865132	ENSG00000175581	+	MRPL48
chr11	73872666	73876900	ENSG00000181924	-	COA4
chr11	73974671	73982842	ENSG00000175567	-	UCP2
chr11	74012717	74171209	ENSG00000168014	-	C2CD3
chr11	74330315	74398432	ENSG00000165434	-	PGM2L1
chr11	75240773	75243703	ENSG00000261594	+	TPBGL
chr11	75260121	75351704	ENSG00000137486	-	ARRB1
chr11	75434639	75525940	ENSG00000158555	-	GDPD5
chr11	75586917	75669037	ENSG00000171533	-	MAP6
chr11	77066960	77126154	ENSG00000149260	+	CAPN5
chr11	77128245	77215240	ENSG00000137474	+	MYO7A
chr11	77514935	77637793	ENSG00000074201	-	CLNS1A
chr11	77589390	77610355	ENSG00000178301	+	AQP11
chr11	77659995	77821016	ENSG00000048649	-	RSF1
chr11	78095243	78139659	ENSG00000159063	-	ALG8
chr11	78215292	78418347	ENSG00000033327	-	GAB2
chr11	78435967	78574873	ENSG00000137513	-	NARS2
chr11	78652828	79441029	ENSG00000149256	-	TENM4
chr11	82729939	82733863	ENSG00000182103	-	FAM181B
chr11	82973132	83071922	ENSG00000137502	-	RAB30
chr11	83193711	83260693	ENSG00000137494	+	ANKRD42
chr11	83259096	83286406	ENSG00000137500	-	CCDC90B
chr11	83455011	85627921	ENSG00000150672	-	DLG2
chr11	85694223	85811158	ENSG00000137501	-	SYTL2
chr11	85957174	86069881	ENSG00000073921	-	PICALM
chr11	86302210	86345942	ENSG00000149196	+	HIKESHI
chr11	86441107	86672635	ENSG00000151376	-	ME3
chr11	86791058	86952909	ENSG00000150687	+	PRSS23
chr11	87037843	87328823	ENSG00000166575	+	TMEM135
chr11	90131514	90192893	ENSG00000077616	+	NAALAD2
chr11	90200428	90223076	ENSG00000110172	-	CHORDC1
chr11	93661681	93730357	ENSG00000166004	+	CEP295
chr11	93741590	93764748	ENSG00000182919	+	C11orf54
chr11	93741663	93812377	ENSG00000284057	+	AP001273.2
chr11	93818231	93850617	ENSG00000214376	-	VSTM5
chr11	94706430	94876747	ENSG00000166025	+	AMOTL1
chr11	95066918	95071224	ENSG00000263465	+	SRSF8
chr11	95089845	95132644	ENSG00000149218	+	ENDOD1
chr11	95768952	95790408	ENSG00000077458	-	FAM76B
chr11	96349240	96389955	ENSG00000149231	-	CCDC82
chr11	99020948	100358884	ENSG00000149972	+	CNTN5
chr11	100687287	100993940	ENSG00000165895	+	ARHGAP42
chr11	101029623	101129812	ENSG00000082175	-	PGR
chr11	101451563	101872561	ENSG00000137672	-	TRPC6
chr11	101915009	102001061	ENSG00000110318	+	CEP126
chr11	102396331	102470383	ENSG00000152558	-	TMEM123
chr11	103109409	103479862	ENSG00000187240	+	DYNC2H1
chr11	105137713	105531696	ENSG00000255501	-	CARD18
chr11	106674018	107018475	ENSG00000152402	-	GUCY1A2
chr11	107591090	107666778	ENSG00000110675	+	ELMOD1
chr11	107790990	107928292	ENSG00000110660	-	SLC35F2
chr11	108116694	108147602	ENSG00000075239	+	ACAT1
chr11	108157214	108222637	ENSG00000149308	-	NPAT
chr11	108308518	108467530	ENSG00000166323	-	C11orf65
chr11	108472111	108498383	ENSG00000178202	-	POGLUT3
chr11	111540279	111561744	ENSG00000204381	+	LAYN
chr11	111726907	111766388	ENSG00000137713	-	PPP2R1B
chr11	112175511	112224698	ENSG00000197580	+	BCO2
chr11	112961246	113278435	ENSG00000149294	+	NCAM1
chr11	113387778	113400415	ENSG00000170209	+	ANKK1
chr11	113409604	113475397	ENSG00000149295	-	DRD2
chr11	113733186	113773734	ENSG00000086827	-	ZW10
chr11	113904676	113949077	ENSG00000149305	+	HTR3B
chr11	116773798	116788038	ENSG00000109917	-	ZPR1
chr11	117178735	117197444	ENSG00000149577	+	SIDT2
chr11	117199369	117207463	ENSG00000149591	+	TAGLN
chr11	117232624	117286453	ENSG00000167257	+	RNF214
chr11	117314556	117413265	ENSG00000110274	+	CEP164
chr11	117427771	117817524	ENSG00000177103	-	DSCAML1
chr11	118436489	118526831	ENSG00000118058	+	KMT2A
chr11	118531040	118547279	ENSG00000149582	+	TMEM25
chr11	118606439	118658030	ENSG00000019144	+	PHLDB1
chr11	118747762	118791163	ENSG00000110367	-	DDX6
chr11	118893874	118925607	ENSG00000186174	-	BCL9L
chr11	119084865	119093548	ENSG00000256269	+	HMBS
chr11	119096502	119108330	ENSG00000172269	-	DPAGT1
chr11	119102197	119118543	ENSG00000172375	+	C2CD2L
chr11	119121579	119136058	ENSG00000172273	+	HINFP
chr11	119166567	119184015	ENSG00000160703	+	NLRX1
chr11	119206297	119313925	ENSG00000110395	+	CBL
chr11	119334526	119337308	ENSG00000173456	+	RNF26
chr11	119415475	119424984	ENSG00000154096	-	THY1
chr11	120111285	120185528	ENSG00000137699	-	TRIM29
chr11	120211031	120230333	ENSG00000184232	+	OAF
chr11	120511745	120988905	ENSG00000149403	+	GRIK4
chr11	121024071	121090774	ENSG00000154114	+	TBCEL
chr11	121452313	121633762	ENSG00000137642	+	SORL1
chr11	122655721	122814472	ENSG00000154127	+	UBASH3B
chr11	122882682	122963861	ENSG00000109944	+	JHY
chr11	123069871	123195247	ENSG00000166250	-	CLMP
chr11	123358427	123627773	ENSG00000023171	+	GRAMD1B
chr11	124883690	124898499	ENSG00000154133	-	ROBO4
chr11	124919204	124936046	ENSG00000165478	-	HEPACAM
chr11	125164686	125433388	ENSG00000165495	+	PKNOX2
chr11	125442880	125592567	ENSG00000149557	-	FEZ1
chr11	125569279	125584683	ENSG00000149547	+	EI24
chr11	125955795	126063334	ENSG00000064309	-	CDON
chr11	126262937	126269143	ENSG00000182934	-	SRPRA
chr11	126304059	126350004	ENSG00000110063	+	DCPS
chr11	126355639	126440343	ENSG00000110080	+	ST3GAL4
chr11	126423357	127003459	ENSG00000149571	-	KIRREL3
chr11	128458760	128587557	ENSG00000134954	-	ETS1
chr11	128686534	128813266	ENSG00000151702	+	FLI1
chr11	128965059	129279323	ENSG00000134909	-	ARHGAP32
chr11	129863635	129895589	ENSG00000170322	-	NFRKB
chr11	130159781	130210361	ENSG00000149418	+	ST14
chr11	130404922	130428608	ENSG00000134917	-	ADAMTS8
chr11	130866249	130916478	ENSG00000120451	-	SNX19
chr11	131370477	132336821	ENSG00000182667	+	NTM
chr11	133896437	133956967	ENSG00000080854	-	IGSF9B
chr11	134150112	134225453	ENSG00000151503	-	NCAPD3
chr11	134248278	134253369	ENSG00000151500	-	THYN1
chr11	134253547	134265854	ENSG00000151498	+	ACAD8
chr11	134274244	134319563	ENSG00000166105	+	GLB1L3
chr11	134331873	134378340	ENSG00000149328	+	GLB1L2
chr10	274189	689667	ENSG00000151240	-	DIP2C
chr10	806913	931704	ENSG00000107929	-	LARP4B
chr10	1177312	1737524	ENSG00000185736	-	ADARB2
chr10	3066332	3137717	ENSG00000067057	+	PFKP
chr10	3137727	3172840	ENSG00000107959	-	PITRM1
chr10	4786628	4848061	ENSG00000165568	+	AKR1E2
chr10	4987399	5018030	ENSG00000151632	-	AKR1C2
chr10	5035353	5107685	ENSG00000196139	+	AKR1C3
chr10	5393100	5404827	ENSG00000178462	-	TUBAL3
chr10	5861615	5889905	ENSG00000134461	-	ANKRD16
chr10	6089033	6117456	ENSG00000134453	+	RBM17
chr10	6144933	6254643	ENSG00000170525	+	PFKFB3
chr10	6427142	6580300	ENSG00000065675	-	PRKCQ
chr10	7158623	7411485	ENSG00000198879	-	SFMBT2
chr10	7559269	7666997	ENSG00000123243	-	ITIH5
chr10	7703315	7749519	ENSG00000151655	+	ITIH2
chr10	7750961	7787992	ENSG00000151657	-	KIN
chr10	7788146	7807814	ENSG00000165629	+	ATP5F1C
chr10	11453945	11611753	ENSG00000148429	-	USP6NL
chr10	11742365	11764069	ENSG00000134463	+	ECHDC3
chr10	12068953	12123220	ENSG00000181192	+	DHTKD1
chr10	12349546	12835544	ENSG00000183049	+	CAMK1D
chr10	13099448	13138307	ENSG00000123240	+	OPTN
chr10	13161557	13211109	ENSG00000065328	+	MCM10
chr10	13586938	13630858	ENSG00000165630	+	PRPF18
chr10	13643705	14462141	ENSG00000151474	-	FRMD4A
chr10	14518556	14774896	ENSG00000065809	-	FAM107B
chr10	15097179	15139817	ENSG00000152464	+	RPP38
chr10	15102583	15168692	ENSG00000152465	-	NMT2
chr10	15513953	15719921	ENSG00000077943	-	ITGA8
chr10	16436942	16513744	ENSG00000165983	+	PTER
chr10	16513733	16521878	ENSG00000165985	-	C1QL3
chr10	16590610	16817462	ENSG00000148484	-	RSU1
chr10	16823965	17129810	ENSG00000107611	-	CUBN
chr10	17315420	17454594	ENSG00000148488	-	ST8SIA6
chr10	17589031	17617373	ENSG00000165996	-	HACD1
chr10	17951838	18043291	ENSG00000148482	+	SLC39A12
chr10	18545560	18659284	ENSG00000241058	-	NSUN6
chr10	19048800	19790400	ENSG00000204740	+	MALRD1
chr10	20779972	21293010	ENSG00000078114	-	NEBL
chr10	22316387	22329541	ENSG00000269897	+	COMMD3-BMI1
chr10	22534853	22714577	ENSG00000150867	-	PIP4K2A
chr10	23202695	23344844	ENSG00000179133	-	C10orf67
chr10	23694745	24547847	ENSG00000120549	+	KIAA1217
chr10	24583608	24723886	ENSG00000107863	-	ARHGAP21
chr10	24848613	24952605	ENSG00000099256	-	PRTFDC1
chr10	25174801	25602228	ENSG00000151025	+	GPR158
chr10	26973792	27100493	ENSG00000107890	-	ANKRD26
chr10	27672873	27746059	ENSG00000150051	-	MKX
chr10	28050992	28334485	ENSG00000150054	-	MPP7
chr10	29457337	29736958	ENSG00000197321	-	SVIL
chr10	30012802	30115493	ENSG00000165757	-	JCAD
chr10	30309800	30374447	ENSG00000107951	-	MTPAP
chr10	30434020	30461832	ENSG00000107968	+	MAP3K8
chr10	30820206	31031936	ENSG00000183621	-	ZNF438
chr10	31805397	31928875	ENSG00000165322	-	ARHGAP12
chr10	32446139	32882873	ENSG00000216937	+	CCDC7
chr10	32887272	32992462	ENSG00000150093	-	ITGB1
chr10	33177491	33336261	ENSG00000099250	-	NRP1
chr10	34109559	34815324	ENSG00000148498	-	PARD3
chr10	35008550	35090641	ENSG00000108094	-	CUL2
chr10	35247024	35572668	ENSG00000108100	+	CCNY
chr10	43077063	43130350	ENSG00000165731	+	RET
chr10	43138444	43185301	ENSG00000169826	+	CSGALNACT2
chr10	44370164	44386492	ENSG00000107562	-	CXCL12
chr10	44911315	44937009	ENSG00000187783	+	TMEM72
chr10	44959801	44995890	ENSG00000107551	+	RASSF4
chr10	46911395	47002487	ENSG00000204179	+	PTPN20
chr10	47501853	47523637	ENSG00000204172	-	AGAP9
chr10	48155311	48274695	ENSG00000170324	-	FRMPD2
chr10	48684875	48982955	ENSG00000128815	+	WDFY4
chr10	49454167	49539537	ENSG00000225830	-	ERCC6
chr10	49734640	49762378	ENSG00000197444	-	OGDHL
chr10	50067887	50133508	ENSG00000099290	+	WASHC2A
chr10	50990887	52298422	ENSG00000185532	+	PRKG1
chr10	51695485	51699594	ENSG00000177613	-	CSTF2T
chr10	58191516	58267893	ENSG00000151151	-	IPMK
chr10	58385344	58399219	ENSG00000108064	+	TFAM
chr10	58512871	58831434	ENSG00000122870	+	BICC1
chr10	59246129	59363180	ENSG00000148541	-	FAM13C
chr10	59650763	59736001	ENSG00000165449	-	SLC16A9
chr10	59788746	59906555	ENSG00000108091	-	CCDC6
chr10	60026297	60733489	ENSG00000151150	-	ANK3
chr10	60869437	61001439	ENSG00000072422	-	RHOBTB1
chr10	61406641	61453380	ENSG00000196932	-	TMEM26
chr10	62183034	62268843	ENSG00000182010	-	RTKN2
chr10	62374191	62480287	ENSG00000138311	+	ZNF365
chr10	62374191	62672010	ENSG00000285837	+	AC024598.1
chr10	62804719	62808478	ENSG00000181915	+	ADO
chr10	63133246	63155030	ENSG00000148572	+	NRBF2
chr10	63167220	63521849	ENSG00000171988	-	JMJD1C
chr10	63521400	63625127	ENSG00000165476	+	REEP3
chr10	65912522	67696194	ENSG00000183230	-	CTNNA3
chr10	68341106	68407293	ENSG00000204130	-	RUFY2
chr10	68414063	68472120	ENSG00000138346	-	DNA2
chr10	68477997	68527522	ENSG00000122912	-	SLC25A16
chr10	68988802	69043543	ENSG00000198954	+	KIFBP
chr10	69269983	69401883	ENSG00000156515	+	HK1
chr10	69451464	69507665	ENSG00000099282	+	TSPAN15
chr10	69801879	69964274	ENSG00000197467	+	COL13A1
chr10	70137980	70146699	ENSG00000156521	-	TYSND1
chr10	70147288	70170522	ENSG00000079332	-	SAR1A
chr10	70202834	70233910	ENSG00000180817	-	PPA1
chr10	70247328	70284003	ENSG00000148734	-	NPFFR1
chr10	70298969	70382649	ENSG00000172731	-	LRRC20
chr10	70404144	70428617	ENSG00000148730	+	EIF4EBP2
chr10	70431935	70447950	ENSG00000156574	-	NODAL
chr10	70478766	70568449	ENSG00000107719	+	PALD1
chr10	70882279	70888564	ENSG00000166228	-	PCBD1
chr10	71212569	71302863	ENSG00000107731	+	UNC5B
chr10	71396919	71815946	ENSG00000107736	+	CDH23
chr10	71711700	71737823	ENSG00000214688	-	C10orf105
chr10	71964394	72013557	ENSG00000122863	+	CHST3
chr10	72059033	72089031	ENSG00000107742	-	SPOCK2
chr10	72367326	72626190	ENSG00000107745	-	MICU1
chr10	73130154	73169054	ENSG00000122882	-	ECD
chr10	73183361	73247254	ENSG00000213551	-	DNAJC9
chr10	73253758	73358858	ENSG00000156042	-	CFAP70
chr10	73497537	73625993	ENSG00000166348	-	USP54
chr10	73744371	73772160	ENSG00000176986	+	SEC24C
chr10	73785605	73801796	ENSG00000214655	+	ZSWIM8
chr10	73812500	73874590	ENSG00000148660	-	CAMK2G
chr10	74824926	75032623	ENSG00000156650	+	KAT6B
chr10	75210153	75231447	ENSG00000165637	+	VDAC2
chr10	75233640	75236029	ENSG00000165644	-	COMTD1
chr10	75431623	76560167	ENSG00000148655	+	LRMDA
chr10	76869600	77638368	ENSG00000156113	-	KCNMA1
chr10	77790790	77926754	ENSG00000151208	-	DLG5
chr10	77969250	78029514	ENSG00000148606	-	POLR3A
chr10	79347468	79355333	ENSG00000108179	+	PPIF
chr10	79382324	79445623	ENSG00000165424	-	ZCCHC24
chr10	79555851	79560406	ENSG00000185303	-	SFTPA2
chr10	79841357	79850877	ENSG00000228570	+	NUTM2E
chr10	80078645	80092556	ENSG00000133678	+	TMEM254
chr10	80131681	80145358	ENSG00000189129	+	PLAC9
chr10	80150888	80205571	ENSG00000122359	-	ANXA11
chr10	80271819	80289657	ENSG00000151224	-	MAT1A
chr10	80344744	80368072	ENSG00000133665	+	DYDC2
chr10	80407828	80437114	ENSG00000122378	+	PRXL2A
chr10	80454165	80533123	ENSG00000108219	+	TSPAN14
chr10	84194536	84219620	ENSG00000148600	+	CDHR1
chr10	84328585	84518520	ENSG00000107771	+	CCSER2
chr10	85599551	86366794	ENSG00000182771	-	GRID1
chr10	86435255	86521791	ENSG00000062650	-	WAPL
chr10	86654546	86666847	ENSG00000122375	+	OPN4
chr10	86668506	86736071	ENSG00000122367	+	LDB3
chr10	87094160	87191464	ENSG00000122376	+	SHLD2
chr10	87504874	87553460	ENSG00000107789	+	MINPP1
chr10	87659612	87747704	ENSG00000198682	+	PAPSS2
chr10	87751511	87841360	ENSG00000138138	-	ATAD1
chr10	87863624	87971929	ENSG00000171862	+	PTEN
chr10	88586761	88606975	ENSG00000204022	+	LIPJ
chr10	88760019	88779625	ENSG00000204020	+	LIPN
chr10	88879733	88975152	ENSG00000138134	+	STAMBPL1
chr10	89205628	89207316	ENSG00000138135	-	CH25H
chr10	89213568	89414556	ENSG00000107798	-	LIPA
chr10	89327306	89377472	ENSG00000119917	+	IFIT3
chr10	89414567	89421604	ENSG00000152778	+	IFIT5
chr10	91628441	91633070	ENSG00000119938	-	PPP1R3C
chr10	91798425	91865474	ENSG00000107854	+	TNKS2
chr10	91923769	92030324	ENSG00000095564	+	BTAF1
chr10	92451683	92574095	ENSG00000119912	-	IDE
chr10	92574104	92655394	ENSG00000138160	+	KIF11
chr10	92826830	93059492	ENSG00000138190	+	EXOC6
chr10	93060797	93069539	ENSG00000187553	+	CYP26C1
chr10	93073474	93077884	ENSG00000095596	+	CYP26A1
chr10	93306428	93482333	ENSG00000138119	-	MYOF
chr10	93667882	93702591	ENSG00000148690	-	FRA10AC1
chr10	93993930	94332822	ENSG00000138193	+	PLCE1
chr10	94333225	94362958	ENSG00000173145	-	NOC3L
chr10	94402540	94536331	ENSG00000108239	+	TBC1D12
chr10	94501433	94613904	ENSG00000119969	+	HELLS
chr10	95311770	95561413	ENSG00000095637	-	SORBS1
chr10	95711778	95877265	ENSG00000138185	+	ENTPD1
chr10	96189170	96271586	ENSG00000095585	-	BLNK
chr10	96343220	96359364	ENSG00000197430	-	OPALIN
chr10	96518109	96587451	ENSG00000077147	-	TM9SF3
chr10	96998037	97185958	ENSG00000187122	-	SLIT1
chr10	97153045	97292636	ENSG00000269891	-	ARHGAP19-SLIT1
chr10	97222172	97292672	ENSG00000213390	-	ARHGAP19
chr10	97319270	97321914	ENSG00000165879	+	FRAT1
chr10	97332496	97334728	ENSG00000181274	-	FRAT2
chr10	97356700	97426075	ENSG00000052749	-	RRP12
chr10	97446169	97457369	ENSG00000171307	+	ZDHHC16
chr10	97458323	97498793	ENSG00000155229	-	MMS19
chr10	97713172	97718149	ENSG00000155254	+	MARVELD1
chr10	97737120	97760906	ENSG00000155256	+	ZFYVE27
chr10	98383564	98415181	ENSG00000119943	-	PYROXD2
chr10	98416197	98446934	ENSG00000107521	-	HPS1
chr10	99329355	99394329	ENSG00000119946	+	CNNM1
chr10	100188299	100229595	ENSG00000213341	-	CHUK
chr10	100273279	100286679	ENSG00000196072	-	BLOC1S2
chr10	100529071	100559997	ENSG00000166135	+	HIF1AN
chr10	100912962	100965133	ENSG00000119906	+	SLF2
chr10	100969457	100987514	ENSG00000055950	-	MRPL43
chr10	100969517	100985870	ENSG00000095539	+	SEMA4G
chr10	100996617	101007835	ENSG00000107816	+	LZTS2
chr10	101007678	101032294	ENSG00000186862	-	PDZD7
chr10	101784442	101818464	ENSG00000198408	-	OGA
chr10	101825973	101843919	ENSG00000120049	-	KCNIP2
chr10	102106488	102120367	ENSG00000198728	-	LDB1
chr10	102245370	102382898	ENSG00000107862	+	GBF1
chr10	102394109	102402523	ENSG00000077150	+	NFKB2
chr10	102461394	102477044	ENSG00000138111	+	MFSD13A
chr10	102461880	102502711	ENSG00000138107	-	ACTR1A
chr10	102503971	102633534	ENSG00000107882	+	SUFU
chr10	102644478	102658317	ENSG00000171206	+	TRIM8
chr10	102714537	102743491	ENSG00000156398	+	SFXN2
chr10	102743947	102834515	ENSG00000166272	+	WBP1L
chr10	102830530	102837471	ENSG00000148795	-	CYP17A1
chr10	102854258	102864960	ENSG00000166275	+	BORCS7
chr10	102854271	102901898	ENSG00000270316	+	BORCS7-ASMT
chr10	102869469	102901898	ENSG00000214435	+	AS3MT
chr10	103594026	103855542	ENSG00000107957	-	SH3PXD2A
chr10	103877568	103918183	ENSG00000107960	-	STN1
chr10	103967139	104029232	ENSG00000065613	+	SLK
chr10	104129887	104232363	ENSG00000197748	-	CFAP43
chr10	109996367	110135564	ENSG00000148700	+	ADD3
chr10	110567694	110606047	ENSG00000108055	+	SMC3
chr10	110644335	110839467	ENSG00000203867	+	RBM20
chr10	110898729	110919200	ENSG00000214413	-	BBIP1
chr10	112149864	112215376	ENSG00000119927	-	GPAM
chr10	112424427	112446916	ENSG00000023041	-	ZDHHC6
chr10	112446997	112818743	ENSG00000151532	+	VTI1A
chr10	113751261	113783428	ENSG00000148735	+	PLEKHS1
chr10	113834724	113854382	ENSG00000198924	-	DCLRE1A
chr10	113854660	113917193	ENSG00000196865	+	NHLRC2
chr10	114294823	114404755	ENSG00000169129	-	AFAP1L2
chr10	114431112	114768060	ENSG00000099204	-	ABLIM1
chr10	114821743	114899831	ENSG00000151553	+	FAM160B1
chr10	114938194	114977675	ENSG00000165832	+	TRUB1
chr10	115093364	115948998	ENSG00000107518	+	ATRNL1
chr10	116056924	116273283	ENSG00000151892	-	GFRA1
chr10	116671191	116850250	ENSG00000165868	-	HSPA12A
chr10	116881476	117126585	ENSG00000187164	-	SHTN1
chr10	118674166	118755248	ENSG00000151893	-	CACUL1
chr10	119140766	119165713	ENSG00000183605	-	SFXN4
chr10	119207570	119459744	ENSG00000198873	+	GRK5
