#chr	start	end	gene_id	strand	gene_name
chr6	130839346	131063321	ENSG00000079819	-	EPB41L2
chr6	132743869	132763458	ENSG00000112303	-	VNN2
chr6	133240597	133532127	ENSG00000112319	+	EYA4
chr6	135283406	135498433	ENSG00000135541	-	AHI1
chr6	135851700	136195573	ENSG00000171408	+	PDE7B
chr6	138795910	138904069	ENSG00000203734	+	ECT2L
chr6	142147161	142224684	ENSG00000009844	+	VTA1
chr6	143422831	143450694	ENSG00000189007	-	ADAT2
chr6	143450804	143490615	ENSG00000034693	+	PEX3
chr6	149446794	149485013	ENSG00000178199	-	ZC3H12D
chr6	149504494	149546042	ENSG00000131013	-	PPIL4
chr6	149566293	149591747	ENSG00000055211	+	GINM1
chr6	149594872	149648971	ENSG00000186625	-	KATNA1
chr6	149658152	149718104	ENSG00000131023	-	LATS1
chr6	149724314	149749664	ENSG00000120253	-	NUP43
chr6	149749442	149811419	ENSG00000120265	+	PCMT1
chr6	150143043	150250391	ENSG00000198729	+	PPP1R14C
chr6	151239966	151358558	ENSG00000131016	+	AKAP12
chr6	151404761	151452157	ENSG00000155906	-	RMND1
chr6	151494016	151621192	ENSG00000120262	+	CCDC170
chr6	154010495	154246866	ENSG00000112038	+	OPRM1
chr6	154154495	154356791	ENSG00000074706	-	IPCEF1
chr6	154159827	154510113	ENSG00000288520	-	AL357075.4
chr6	154832696	155257722	ENSG00000146426	+	TIAM2
chr6	157981862	158099175	ENSG00000078269	+	SYNJ2
chr6	158972870	159000201	ENSG00000130363	-	RSPH3
chr6	159034467	159045151	ENSG00000164691	-	TAGAP
chr6	159669068	159762528	ENSG00000112096	-	SOD2
chr6	159725584	159756318	ENSG00000146457	+	WTAP
chr6	159789811	159798435	ENSG00000112110	+	MRPL18
chr6	160348377	160452576	ENSG00000146477	+	SLC22A3
chr6	169457211	169702066	ENSG00000184465	-	WDR27
chr6	169751621	169781599	ENSG00000130023	+	ERMARD
chr6	170282205	170306564	ENSG00000198719	-	DLL1
chr6	170535119	170553306	ENSG00000008018	-	PSMB1
chr6	170575294	170584691	ENSG00000071994	-	PDCD2
chr7	816614	896434	ENSG00000164828	+	SUN1
chr7	1152070	1160758	ENSG00000178381	-	ZFAND2A
chr7	1470276	1504388	ENSG00000164880	-	INTS1
chr7	1815792	2233242	ENSG00000002822	-	MAD1L1
chr7	4905988	4959212	ENSG00000136297	-	MMD2
chr7	5045820	5069486	ENSG00000146587	+	RBAK
chr7	5274368	5306911	ENSG00000164638	+	SLC29A4
chr7	5879826	5886362	ENSG00000122543	+	OCM
chr7	6329410	6348980	ENSG00000178397	-	FAM220A
chr7	6409128	6484189	ENSG00000164535	-	DAGLB
chr7	6445952	6484189	ENSG00000136240	-	KDELR2
chr7	6615609	6624289	ENSG00000236609	+	ZNF853
chr7	22419443	22727612	ENSG00000105889	-	STEAP1B
chr7	22889370	23014129	ENSG00000122591	-	FAM126A
chr7	23105757	23177913	ENSG00000122550	+	KLHL7
chr7	23182023	23201005	ENSG00000136243	+	NUP42
chr7	23235966	23275107	ENSG00000136235	+	GPNMB
chr7	23680129	23703248	ENSG00000188732	+	FAM221A
chr7	23710202	23832512	ENSG00000196335	+	STK31
chr7	24284187	24291861	ENSG00000122585	+	NPY
chr7	26201161	26213606	ENSG00000122565	+	CBX3
chr7	29806485	29917065	ENSG00000122574	+	WIPF3
chr7	30284596	30367688	ENSG00000180233	+	ZNRF2
chr7	31751178	32428130	ENSG00000154678	-	PDE1C
chr7	32868171	32894130	ENSG00000170852	-	KBTBD2
chr7	35800931	35907104	ENSG00000122545	+	SEPTIN7
chr7	37683842	37951935	ENSG00000086289	+	EPDR1
chr7	38383703	38631419	ENSG00000078053	-	AMPH
chr7	38977908	39493094	ENSG00000106536	+	POU6F2
chr7	40135004	40860762	ENSG00000175600	+	SUGCT
chr7	42908725	42912304	ENSG00000136197	-	C7orf25
chr7	42916860	42932184	ENSG00000106588	-	PSMA2
chr7	44114679	44124357	ENSG00000106628	-	POLD2
chr7	44748580	44769880	ENSG00000122515	+	ZMIZ2
chr7	44826790	44848086	ENSG00000105968	-	H2AZ2
chr7	44999474	45076468	ENSG00000136280	+	CCM2
chr7	45080436	45088968	ENSG00000136274	-	NACAD
chr7	45100099	45112046	ENSG00000136270	-	TBRG4
chr7	48088627	48108735	ENSG00000183696	+	UPP1
chr7	49773637	49921949	ENSG00000188730	+	VWC2
chr7	55019016	55211627	ENSG00000146648	+	EGFR
chr7	71779490	72447150	ENSG00000183166	-	CALN1
chr7	72879364	72951439	ENSG00000196313	+	POM121
chr7	74027788	74069906	ENSG00000049540	+	ELN
chr7	74289406	74405934	ENSG00000106665	+	CLIP2
chr7	75533297	75738961	ENSG00000127946	-	HIP1
chr7	75996337	76048003	ENSG00000127952	-	STYXL1
chr7	76201895	76287286	ENSG00000177679	+	SRRM3
chr7	76389333	76409696	ENSG00000146700	-	SSC4D
chr7	76397517	76442070	ENSG00000188372	+	ZP3
chr7	76461675	76505993	ENSG00000091073	+	DTX2
chr7	76510524	76516521	ENSG00000243566	+	UPK3B
chr7	76609985	76627260	ENSG00000146707	-	POMZP3
chr7	80369574	80679273	ENSG00000135218	+	CD36
chr7	87152408	87196336	ENSG00000135164	+	DMTF1
chr7	92447481	92460074	ENSG00000157259	+	GATAD1
chr7	93130055	93148384	ENSG00000177409	-	SAMD9L
chr7	93232339	93361122	ENSG00000004766	+	VPS50
chr7	94509218	94557018	ENSG00000127995	+	CASD1
chr7	97117697	97181762	ENSG00000196636	+	SDHAF3
chr7	99438921	99457372	ENSG00000160917	+	CPSF4
chr7	99473876	99504856	ENSG00000160908	-	ZNF394
chr7	99966719	99976030	ENSG00000160862	-	AZGP1
chr7	100015571	100041688	ENSG00000106261	+	ZKSCAN1
chr7	100049773	100065039	ENSG00000166529	+	ZSCAN21
chr7	100101548	100110344	ENSG00000221838	+	AP4M1
chr7	100119633	100125507	ENSG00000166997	+	CNPY4
chr7	100148906	100155943	ENSG00000188186	+	LAMTOR4
chr7	100367529	100400095	ENSG00000085514	+	PILRA
chr7	100400852	100428791	ENSG00000078487	-	ZCWPW1
chr7	100428816	100434117	ENSG00000146834	+	MEPCE
chr7	100456619	100464259	ENSG00000185955	-	C7orf61
chr7	100673566	100679173	ENSG00000172354	+	GNB2
chr7	100889993	100896973	ENSG00000087085	-	ACHE
chr7	101815903	102283957	ENSG00000257923	+	CUX1
chr7	102345745	102356443	ENSG00000260097	-	SPDYE6
chr7	102363871	102426675	ENSG00000128563	+	PRKRIP1
chr7	102433105	102456824	ENSG00000160991	+	ORAI2
chr7	102456237	102464862	ENSG00000160993	-	ALKBH4
chr7	102464955	102473167	ENSG00000161036	+	LRWD1
chr7	102473117	102478906	ENSG00000005075	-	POLR2J
chr7	102479975	102517776	ENSG00000170667	-	RASA4B
chr7	102537917	102572652	ENSG00000168255	-	POLR2J3
chr7	102541500	102592443	ENSG00000270249	-	AC093668.1
chr7	102562132	102572582	ENSG00000285437	-	POLR2J3
chr7	102573806	102616755	ENSG00000105808	-	RASA4
chr7	102665367	102671628	ENSG00000228049	-	POLR2J2
chr7	103074880	103099758	ENSG00000170632	+	ARMC10
chr7	107201371	107564260	ENSG00000164597	-	COG5
chr7	107470017	107475683	ENSG00000172209	+	GPR22
chr7	107563970	107623316	ENSG00000288558	+	DUS4L-BCAP29
chr7	107580245	107629169	ENSG00000075790	+	BCAP29
chr7	107660827	107717808	ENSG00000091137	+	SLC26A4
chr7	111726109	112206398	ENSG00000128512	-	DOCK4
chr7	112422886	112481016	ENSG00000006652	+	IFRD1
chr7	112480852	112491061	ENSG00000181016	+	LSMEM1
chr7	115935147	116159895	ENSG00000105967	-	TFEC
chr7	116210538	116258782	ENSG00000135269	+	TES
chr7	116287379	116508540	ENSG00000105971	+	CAV2
chr7	116672195	116798376	ENSG00000105976	+	MET
chr7	116811069	116922048	ENSG00000198898	+	CAPZA2
chr7	123655865	123664289	ENSG00000170807	+	LMOD2
chr7	123681942	123749002	ENSG00000106299	-	WASL
chr7	124030920	124033066	ENSG00000234224	-	TMEM229A
chr7	124743884	124765791	ENSG00000170775	-	GPR37
chr7	126438597	127253092	ENSG00000179603	-	GRM8
chr7	127652193	128092592	ENSG00000197157	+	SND1
chr7	128027070	128032106	ENSG00000128594	-	LRRC4
chr7	128392276	128410251	ENSG00000106348	-	IMPDH1
chr7	128672287	128687871	ENSG00000205085	+	FAM71F2
chr7	128739291	128773399	ENSG00000128595	+	CALU
chr7	128937456	128950037	ENSG00000128604	+	IRF5
chr7	128954179	129055172	ENSG00000064419	-	TNPO3
chr7	129144706	129169698	ENSG00000158457	+	TSPAN33
chr7	129225022	129430210	ENSG00000158467	+	AHCYL2
chr7	129611719	129757081	ENSG00000106459	+	NRF1
chr7	130070533	130135704	ENSG00000128607	+	KLHDC10
chr7	130164712	130207769	ENSG00000146842	-	TMEM209
chr7	140672944	140696260	ENSG00000133597	+	ADCK2
chr7	144355287	144380631	ENSG00000050327	+	ARHGEF5
chr7	149764181	149773587	ENSG00000181444	-	ZNF467
chr7	150243915	150323724	ENSG00000106526	-	ACTR3C
chr7	150323262	150338155	ENSG00000127399	+	LRRC61
chr7	150338328	150341661	ENSG00000106538	-	RARRES2
chr7	150368188	150374043	ENSG00000214022	+	REPIN1
chr7	150716612	150724283	ENSG00000213203	+	GIMAP1
chr7	150800402	150805117	ENSG00000002933	+	TMEM176A
chr7	151207836	151227165	ENSG00000285292	-	ABCF2-H2BE1
chr7	151341771	151378448	ENSG00000013374	+	NUB1
chr7	154943686	155003123	ENSG00000157212	-	PAXIP1
chr7	158631168	158704803	ENSG00000146918	-	NCAPG2
chr7	158730994	158830252	ENSG00000117868	-	ESYT2
chr8	1755777	1801710	ENSG00000182372	+	CLN8
chr8	6708641	6761502	ENSG00000155189	+	AGPAT5
chr8	11842523	11869532	ENSG00000164733	-	CTSB
chr8	13083360	13604609	ENSG00000164741	-	DLC1
chr8	15417214	15766648	ENSG00000104723	+	TUSC3
chr8	17643794	17800916	ENSG00000129422	-	MTUS1
chr8	17864379	17910364	ENSG00000104760	-	FGL1
chr8	18055991	18084997	ENSG00000104763	-	ASAH1
chr8	19313692	19396217	ENSG00000104611	+	SH2D4A
chr8	21919661	22006584	ENSG00000130227	+	XPO7
chr8	22042397	22048808	ENSG00000158815	+	FGF17
chr8	22245132	22254600	ENSG00000168495	+	POLR3D
chr8	22275315	22357567	ENSG00000197181	+	PIWIL2
chr8	22578278	22598024	ENSG00000120913	+	PDLIM2
chr8	23528955	23575462	ENSG00000147454	+	SLC25A37
chr8	27284885	27311271	ENSG00000104228	-	TRIM35
chr8	28089672	28191155	ENSG00000134014	+	ELP3
chr8	28890394	29064763	ENSG00000147421	+	HMBOX1
chr8	30831543	30913007	ENSG00000133863	-	TEX15
chr8	30995801	31033714	ENSG00000172733	-	PURG
chr8	42849636	42897289	ENSG00000120925	-	RNF170
chr8	42896977	43030534	ENSG00000168172	+	HOOK3
chr8	47260877	47736305	ENSG00000164808	+	SPIDR
chr8	47960184	47978159	ENSG00000104738	+	MCM4
chr8	49909788	50796691	ENSG00000147481	+	SNTG1
chr8	51319576	51809444	ENSG00000147485	-	PXDNL
chr8	51817574	51899185	ENSG00000168300	-	PCMTD1
chr8	55696423	55773406	ENSG00000167904	-	TMEM68
chr8	55773445	55826444	ENSG00000137574	+	TGS1
chr8	56067253	56074509	ENSG00000008988	-	RPS20
chr8	63014880	63039406	ENSG00000137563	-	GGH
chr8	65644733	65771260	ENSG00000066855	+	MTFR1
chr8	65714333	65842321	ENSG00000205268	-	PDE7A
chr8	66432491	66468906	ENSG00000147576	+	ADHFE1
chr8	66667595	66860471	ENSG00000288602	+	C8orf44-SGK3
chr8	66870748	66922047	ENSG00000178460	+	MCMDC2
chr8	73008859	73048122	ENSG00000147601	+	TERF1
chr8	73064542	73124087	ENSG00000164764	-	SBSPON
chr8	73294601	73325280	ENSG00000121039	+	RDH10
chr8	73780096	73878909	ENSG00000104343	-	UBE2W
chr8	73972436	73982782	ENSG00000175606	+	TMEM70
chr8	74984504	75034557	ENSG00000121005	+	CRISPLD1
chr8	80034744	80231231	ENSG00000076554	-	TPD52
chr8	80485618	80526264	ENSG00000205189	+	ZBTB10
chr8	85214047	85220420	ENSG00000176731	-	RBIS
chr8	86468256	86514356	ENSG00000176623	-	RMDN1
chr8	86514434	86561497	ENSG00000085719	+	CPNE3
chr8	89901848	89927887	ENSG00000164823	+	OSGIN2
chr8	90001404	90053632	ENSG00000104325	+	DECR1
chr8	94487688	94553528	ENSG00000164944	-	VIRMA
chr8	94641073	94707465	ENSG00000104413	+	ESRP1
chr8	94719702	94793835	ENSG00000156162	+	DPY19L4
chr8	94895766	95116454	ENSG00000156170	+	NDUFAF6
chr8	94925971	94949377	ENSG00000164938	-	TP53INP1
chr8	97273487	97277927	ENSG00000180543	-	TSPYL5
chr8	100916522	100953387	ENSG00000164924	-	YWHAZ
chr8	103140712	103230304	ENSG00000164929	+	BAALC
chr8	103298432	103332865	ENSG00000164930	+	FZD6
chr8	103398634	103415188	ENSG00000164933	-	SLC25A32
chr8	104590732	105804538	ENSG00000169946	+	ZFPM2
chr8	107249481	107498054	ENSG00000154188	-	ANGPT1
chr8	119730773	119832840	ENSG00000064313	-	TAF2
chr8	119873716	120050917	ENSG00000155792	+	DEPTOR
chr8	120059779	120373572	ENSG00000187955	+	COL14A1
chr8	123041967	123152152	ENSG00000156787	+	TBC1D31
chr8	123219966	123241376	ENSG00000189376	-	C8orf76
chr8	129839592	130017128	ENSG00000153310	-	CYRIB
chr8	130052103	130443673	ENSG00000153317	-	ASAP1
chr8	130780300	131040908	ENSG00000155897	-	ADCY8
chr8	132120858	132481094	ENSG00000184156	-	KCNQ3
chr8	143566191	143572771	ENSG00000204839	-	MROH6
chr8	143597830	143603223	ENSG00000179886	+	TIGD5
chr8	143603209	143609772	ENSG00000104524	-	PYCR3
chr8	143716348	143722457	ENSG00000181085	+	MAPK15
chr8	143723932	143738233	ENSG00000180921	-	FAM83H
chr8	143734138	143790644	ENSG00000203499	+	IQANK1
chr8	143915152	143976733	ENSG00000178209	-	PLEC
chr8	143977152	144012771	ENSG00000178685	-	PARP10
chr8	144082589	144086215	ENSG00000197858	+	GPAA1
chr8	144098632	144108123	ENSG00000179526	-	SHARPIN
chr8	144517991	144525171	ENSG00000160959	+	LRRC14
chr8	144522387	144527032	ENSG00000254402	-	LRRC24
chr8	144772223	144787344	ENSG00000196378	-	ZNF34
chr8	144789765	144792586	ENSG00000161016	-	RPL8
chr9	14474	73864	ENSG00000181404	-	WASHC1
chr9	116230	118416	ENSG00000170122	-	FOXD4
chr9	121037	179146	ENSG00000172785	-	CBWD1
chr9	214853	465258	ENSG00000107099	+	DOCK8
chr9	4490467	4587468	ENSG00000106688	+	SLC1A1
chr9	4553385	4666673	ENSG00000106686	-	SPATA6L
chr9	4679558	4708398	ENSG00000106993	+	CDC37L1
chr9	4792943	4885916	ENSG00000120158	+	RCL1
chr9	5510530	5571281	ENSG00000197646	+	PDCD1LG2
chr9	5765075	5833116	ENSG00000099219	-	ERMP1
chr9	14737151	14910994	ENSG00000164946	-	FREM1
chr9	15163621	15307359	ENSG00000155158	-	TTC39B
chr9	16409502	16870842	ENSG00000173068	-	BNC2
chr9	17134981	17503922	ENSG00000044459	+	CNTLN
chr9	19053140	19102903	ENSG00000147874	-	HAUS6
chr9	19108374	19149289	ENSG00000147872	-	PLIN2
chr9	19507451	19786927	ENSG00000155886	-	SLC24A2
chr9	20658308	20995954	ENSG00000188352	+	FOCAD
chr9	21409116	21410184	ENSG00000120242	+	IFNA8
chr9	21802635	21937650	ENSG00000099810	+	MTAP
chr9	21802635	22029593	ENSG00000264545	+	AL359922.1
chr9	23690103	23826336	ENSG00000107105	-	ELAVL2
chr9	33750678	33799230	ENSG00000010438	+	PRSS3
chr9	33817159	33920398	ENSG00000107341	+	UBE2R2
chr9	33921692	34048948	ENSG00000137073	-	UBAP2
chr9	34179004	34252522	ENSG00000165006	+	UBAP1
chr9	34252380	34311370	ENSG00000186638	-	KIF24
chr9	34329505	34343710	ENSG00000164978	+	NUDT2
chr9	34366665	34376897	ENSG00000164976	-	MYORG
chr9	34379018	34397809	ENSG00000164972	-	C9orf24
chr9	34457413	34520987	ENSG00000122735	+	DNAI1
chr9	34551431	34590139	ENSG00000122756	-	CNTFR
chr9	34646588	34651034	ENSG00000213930	+	GALT
chr9	34650701	34661901	ENSG00000137070	+	IL11RA
chr9	35909489	35937152	ENSG00000235387	+	SPAAR
chr9	37120573	37358148	ENSG00000147905	+	ZCCHC7
chr9	68705239	69009175	ENSG00000107242	+	PIP5K1B
chr9	69709521	69760010	ENSG00000188647	-	PTAR1
chr9	70529059	71446834	ENSG00000083067	-	TRPM3
chr9	71862451	71911192	ENSG00000107362	-	ABHD17B
chr9	79571772	79726881	ENSG00000106829	+	TLE4
chr9	83242989	83538545	ENSG00000172159	-	FRMD3
chr9	83623048	83644129	ENSG00000148057	+	IDNK
chr9	83834098	83921464	ENSG00000165115	-	KIF27
chr9	86287732	86354453	ENSG00000083223	-	TUT7
chr9	89311194	89316702	ENSG00000123975	+	CKS2
chr9	89360786	89498129	ENSG00000187764	-	SEMA4D
chr9	92000086	92115412	ENSG00000090054	-	SPTLC1
chr9	92493553	92536654	ENSG00000106823	-	ECM2
chr9	92613182	92670130	ENSG00000127080	-	IPPK
chr9	92711362	92764832	ENSG00000185963	-	BICD2
chr9	93576583	93679586	ENSG00000197724	+	PHF2
chr9	94374568	94461041	ENSG00000148110	+	MFSD14B
chr9	94726603	95087158	ENSG00000148120	+	AOPEP
chr9	97674908	97697339	ENSG00000136936	-	XPA
chr9	97853225	97856716	ENSG00000178919	+	FOXE1
chr9	97904488	97922515	ENSG00000136932	-	TRMO
chr9	99104037	99154191	ENSG00000106799	+	TGFBR1
chr9	99906653	99974533	ENSG00000136874	+	STX17
chr9	99979184	100098999	ENSG00000023318	-	ERP44
chr9	100099242	100302174	ENSG00000119509	+	INVS
chr9	101354181	101385399	ENSG00000136881	-	BAAT
chr9	101387632	101398617	ENSG00000136897	-	MRPL50
chr9	108866897	108934327	ENSG00000070061	-	ELP1
chr9	108934399	108950743	ENSG00000119328	+	ABITRAM
chr9	109130292	109167248	ENSG00000260230	-	FRRS1L
chr9	110243809	110256506	ENSG00000136810	-	TXN
chr9	112750759	112881670	ENSG00000148158	+	SNX30
chr9	112997119	113050042	ENSG00000285447	-	ZNF883
chr9	113410053	113429689	ENSG00000157653	+	C9orf43
chr9	113444730	113597742	ENSG00000138835	+	RGS3
chr9	121821927	122093605	ENSG00000175764	-	TTLL11
chr9	124257605	124353306	ENSG00000119408	+	NEK6
chr9	124878274	124948012	ENSG00000136935	-	GOLGA1
chr9	126914773	127223165	ENSG00000136828	+	RALGPS1
chr9	127579369	127696026	ENSG00000136854	+	STXBP1
chr9	127690347	127724872	ENSG00000187024	-	PTRH1
chr9	127706987	127716001	ENSG00000160401	+	CFAP157
chr9	127716078	127731589	ENSG00000167094	+	TTC16
chr9	127738316	127778709	ENSG00000095370	-	SH2D3C
chr9	127785678	127790791	ENSG00000136807	+	CDK9
chr9	127885320	127905407	ENSG00000160408	-	ST6GALNAC6
chr9	128322543	128334071	ENSG00000167113	+	COQ4
chr9	128340526	128361469	ENSG00000167114	+	SLC27A4
chr9	128411750	128437350	ENSG00000167123	+	CERCAM
chr9	128787252	128810429	ENSG00000107021	+	TBC1D13
chr9	129110949	129148945	ENSG00000119383	+	PTPA
chr9	129139412	129260574	ENSG00000235007	+	AL158151.3
chr9	129634603	129642168	ENSG00000148331	-	ASB6
chr9	129803156	129811280	ENSG00000136816	+	TOR1B
chr9	130265881	130434122	ENSG00000148357	+	HMCN2
chr9	130713015	130887674	ENSG00000097007	+	ABL1
chr9	131576769	131740073	ENSG00000107263	-	RAPGEF1
chr9	132261355	132354985	ENSG00000107290	-	SETX
chr9	132375547	132406850	ENSG00000125482	-	TTF1
chr9	133233277	133276023	ENSG00000175164	-	ABO
chr9	133459964	133470847	ENSG00000160325	+	CACFD1
chr9	133471093	133479126	ENSG00000160326	-	SLC2A6
chr9	133636362	133659328	ENSG00000123454	+	DBH
chr9	133663559	133739954	ENSG00000123453	-	SARDH
chr9	136327475	136359604	ENSG00000160360	+	GPSM1
chr9	136375576	136400167	ENSG00000165684	-	SNAPC4
chr9	136428618	136439844	ENSG00000148384	-	INPP5E
chr9	136440095	136483758	ENSG00000148396	-	SEC16A
chr9	136791343	136793316	ENSG00000244187	+	TMEM141
chr9	136796337	136807740	ENSG00000213213	+	CCDC183
chr9	136992421	136993975	ENSG00000148362	+	PAXX
chr9	137459951	137550401	ENSG00000130653	-	PNPLA7
chr9	137551878	137552554	ENSG00000182154	+	MRPL41
chr11	167783	207427	ENSG00000177951	-	BET1L
chr11	207510	215112	ENSG00000177963	+	RIC8A
chr11	215029	236930	ENSG00000142082	-	SIRT3
chr11	278406	285387	ENSG00000174885	+	NLRP6
chr11	289125	296106	ENSG00000142102	+	PGGHG
chr11	303654	309396	ENSG00000185201	+	IFITM2
chr11	369498	382116	ENSG00000182272	+	B4GALNT4
chr11	537526	554911	ENSG00000161328	+	LRRC56
chr11	924893	1012244	ENSG00000183020	+	AP2A2
chr11	1012822	1036717	ENSG00000184956	-	MUC6
chr11	1223065	1262171	ENSG00000117983	+	MUC5B
chr11	1947277	1984521	ENSG00000214026	+	MRPL23
chr11	2163928	2171814	ENSG00000180176	-	TH
chr11	2295627	2303048	ENSG00000110665	-	C11orf21
chr11	2376176	2397396	ENSG00000110651	+	CD81
chr11	2944430	2992376	ENSG00000205531	-	NAP1L4
chr11	3826977	3840958	ENSG00000177105	-	RHOG
chr11	3854526	4093209	ENSG00000167323	+	STIM1
chr11	4094706	4138931	ENSG00000167325	+	RRM1
chr11	7020478	7071525	ENSG00000158077	+	NLRP14
chr11	8019243	8106242	ENSG00000166402	+	TUB
chr11	8612036	8682693	ENSG00000166436	-	TRIM66
chr11	9664076	9752992	ENSG00000133789	+	SWAP70
chr11	9778666	10294218	ENSG00000133812	-	SBF2
chr11	11841422	11961886	ENSG00000170242	+	USP47
chr11	12377570	12535355	ENSG00000197702	+	PARVA
chr11	13276651	13387265	ENSG00000133794	+	ARNTL
chr11	14643803	14872043	ENSG00000152270	+	PDE3B
chr11	16613131	16758339	ENSG00000110696	+	C11orf58
chr11	16777296	17014413	ENSG00000166689	-	PLEKHA7
chr11	18266259	18269976	ENSG00000173432	+	SAA1
chr11	18322294	18367044	ENSG00000110768	+	GTF2H1
chr11	18394559	18408424	ENSG00000134333	+	LDHA
chr11	18455823	18479600	ENSG00000166800	+	LDHAL6A
chr11	18727927	18792720	ENSG00000110786	-	PTPN5
chr11	19350723	20121600	ENSG00000166833	+	NAV2
chr11	28108247	28527040	ENSG00000169519	+	METTL15
chr11	30384492	30586871	ENSG00000066382	-	MPPED2
chr11	33698260	33722466	ENSG00000284969	-	AL049629.2
chr11	33740938	33774542	ENSG00000110429	-	FBXO3
chr11	34438933	34472059	ENSG00000121691	+	CAT
chr11	36296287	36465203	ENSG00000135362	+	PRR5L
chr11	43880810	43920273	ENSG00000166199	+	ALKBH3
chr11	46380755	46383836	ENSG00000110492	+	MDK
chr11	46396413	46594124	ENSG00000110497	-	AMBRA1
chr11	46701030	46705911	ENSG00000175213	+	ZNF408
chr11	46936688	47164384	ENSG00000149179	+	C11orf49
chr11	47248299	47269032	ENSG00000025434	+	NR1H3
chr11	47269160	47330030	ENSG00000110514	+	MADD
chr11	47407131	47416495	ENSG00000165915	+	SLC39A13
chr11	47565335	47584561	ENSG00000213619	+	NDUFS3
chr11	47572196	47578975	ENSG00000123444	-	KBTBD4
chr11	47586677	47589193	ENSG00000196666	+	FAM180B
chr11	47589666	47594410	ENSG00000172247	-	C1QTNF4
chr11	47617314	47642606	ENSG00000109919	-	MTCH2
chr11	47778086	47848554	ENSG00000030066	-	NUP160
chr11	47980557	48170840	ENSG00000149177	+	PTPRJ
chr11	49145091	49208637	ENSG00000086205	-	FOLH1
chr11	57484533	57515779	ENSG00000149150	-	SLC43A1
chr11	57528463	57530802	ENSG00000134809	-	TIMM10
chr11	57551655	57568283	ENSG00000156587	-	UBE2L6
chr11	58579062	58621549	ENSG00000186660	+	ZFP91
chr11	59574397	59615773	ENSG00000110048	-	OSBP
chr11	59713455	59805881	ENSG00000166900	+	STX3
chr11	59938431	59957479	ENSG00000284873	+	OOSP1
chr11	60914157	60923442	ENSG00000110108	+	TMEM109
chr11	61752635	61788517	ENSG00000124920	+	MYRF
chr11	61768500	61792801	ENSG00000134825	-	TMEM258
chr11	61792979	61867353	ENSG00000134824	+	FADS2
chr11	61799626	61829317	ENSG00000149485	-	FADS1
chr11	63838927	63911019	ENSG00000072518	+	MARK2
chr11	63998557	64166112	ENSG00000133315	-	MACROD1
chr11	64103187	64119172	ENSG00000126500	+	FLRT1
chr11	64223798	64226253	ENSG00000149743	-	TRPT1
chr11	64234583	64239263	ENSG00000173511	+	VEGFB
chr11	64244478	64246942	ENSG00000173457	-	PPP1R14B
chr11	64269829	64284664	ENSG00000002330	-	BAD
chr11	64340203	64357533	ENSG00000168071	+	CCDC88B
chr11	64359147	64372214	ENSG00000162302	+	RPS6KA4
chr11	65120629	65122176	ENSG00000149806	-	FAU
chr11	65127278	65134531	ENSG00000162298	-	SYVN1
chr11	65261919	65305588	ENSG00000014138	+	POLA2
chr11	65261927	65326542	ENSG00000285816	+	AP000944.5
chr11	65333851	65354261	ENSG00000133884	+	DPF2
chr11	65833942	65853700	ENSG00000172803	+	SNX32
chr11	65961728	65980136	ENSG00000175467	+	SART1
chr11	66330240	66336839	ENSG00000174791	-	RIN1
chr11	66435074	66466737	ENSG00000174547	-	MRPL11
chr11	66509078	66533612	ENSG00000256349	+	AP002748.5
chr11	66510605	66533612	ENSG00000174483	+	BBS1
chr11	66546394	66563333	ENSG00000248746	+	ACTN3
chr11	66563463	66568878	ENSG00000174080	-	CTSF
chr11	66593184	66606018	ENSG00000173992	+	CCS
chr11	66616625	66629933	ENSG00000239306	+	RBM14
chr11	66616625	66646468	ENSG00000248643	+	RBM14-RBM4
chr11	66664997	66677886	ENSG00000173914	-	RBM4B
chr11	67006777	67050862	ENSG00000173227	+	SYT12
chr11	67317870	67398409	ENSG00000172613	+	RAD9A
chr11	68261337	68272000	ENSG00000171067	-	C11orf24
chr11	70203295	70207389	ENSG00000168040	+	FADD
chr11	70270689	70385311	ENSG00000131626	+	PPFIA1
chr11	72754728	72794046	ENSG00000214530	-	STARD10
chr11	73646177	73662818	ENSG00000021300	+	PLEKHB1
chr11	73675637	73761136	ENSG00000175582	-	RAB6A
chr11	73876698	73931113	ENSG00000175575	+	PAAF1
chr11	73974671	73982842	ENSG00000175567	-	UCP2
chr11	74696428	74731425	ENSG00000054938	-	CHRDL2
chr11	75815209	76144231	ENSG00000198382	+	UVRAG
chr11	76381302	76414618	ENSG00000179240	+	GVQW3
chr11	77322016	77474634	ENSG00000149269	-	PAK1
chr11	77514935	77637793	ENSG00000074201	-	CLNS1A
chr11	77821108	77918431	ENSG00000087884	+	AAMDC
chr11	77878719	77994670	ENSG00000149262	-	INTS4
chr11	78215292	78418347	ENSG00000033327	-	GAB2
chr11	78435967	78574873	ENSG00000137513	-	NARS2
chr11	82973132	83071922	ENSG00000137502	-	RAB30
chr11	83193711	83260693	ENSG00000137494	+	ANKRD42
chr11	88113250	88175442	ENSG00000123892	-	RAB38
chr11	93329970	93438486	ENSG00000165325	+	DEUP1
chr11	94021353	94114207	ENSG00000181333	+	HEPHL1
chr11	94128840	94181967	ENSG00000110218	+	PANX1
chr11	94543839	94549897	ENSG00000196371	+	FUT4
chr11	94543839	94621420	ENSG00000134627	+	PIWIL4
