#chr	start	end	gene_id	source	gene_name	event_id
chr22	35240000	41680000	ENSG00000100106	TWAS	TRIOBP	image_Aging5
chr22	43040000	46760000	ENSG00000128408	TWAS	RIBC2	image_Aging5
chr2	106080000	110600000	ENSG00000169756	TWAS	LIMS1	image_Aging5
chr2	106080000	108892544	ENSG00000196862	TWAS	RGPD4	image_Aging5
chr2	200840000	203960000	ENSG00000055044	TWAS	NOP58	image_Aging5
chr2	201912213	203988263	ENSG00000138380	TWAS	CARF	image_Aging5
chr2	201874261	204014798	ENSG00000138442	TWAS	WDR12	image_Aging5
chr2	202014878	204226378	ENSG00000144426	TWAS	NBEAL1	image_Aging5
chr2	201773150	203960000	ENSG00000163596	TWAS	ICA1L	image_Aging5
chr2	202240000	204535335	ENSG00000173166	TWAS	RAPH1	image_Aging5
chr2	200840000	203205188	ENSG00000182329	TWAS	KIAA2012	image_Aging5
chr6	24360000	30480000	ENSG00000112343	TWAS	TRIM38	image_Aging5
chr6	25277609	30480000	ENSG00000158406	TWAS	H4C8	image_Aging5
chr6	25055740	30480000	ENSG00000187837	TWAS	H1-2	image_Aging5
chr6	25103932	30480000	ENSG00000197061	TWAS	H4C3	image_Aging5
chr6	25026815	30480000	ENSG00000278705	TWAS	H4C2	image_Aging5
chr6	25440471	30480000	ENSG00000111801	TWAS	BTN3A3	image_Aging5
chr6	25457903	30480000	ENSG00000112763	TWAS	BTN2A1	image_Aging5
chr6	25383095	30480000	ENSG00000124508	TWAS	BTN2A2	image_Aging5
chr6	25365158	30480000	ENSG00000186470	TWAS	BTN3A2	image_Aging5
chr6	25960000	30480000	ENSG00000189298	TWAS	ZKSCAN3	image_Aging5
chr6	25960000	30480000	ENSG00000198315	TWAS	ZKSCAN8	image_Aging5
chr6	25960000	30480000	ENSG00000235109	TWAS	ZSCAN31	image_Aging5
chr6	25960000	30480000	ENSG00000276302	TWAS	AL021997.2	image_Aging5
chr6	25960000	30480000	ENSG00000187987	TWAS	ZSCAN23	image_Aging5
chr6	25960000	33560000	ENSG00000204619	TWAS	PPP1R11	image_Aging5
chr6	25960000	33560000	ENSG00000204632	TWAS	HLA-G	image_Aging5
chr6	25960000	33560000	ENSG00000206503	TWAS	HLA-A	image_Aging5
chr6	29640000	33560000	ENSG00000137312	TWAS	FLOT1	image_Aging5
chr6	29640000	33560000	ENSG00000137411	TWAS	VARS2	image_Aging5
chr6	29640000	33560000	ENSG00000204516	TWAS	MICB	image_Aging5
chr6	29640000	33560000	ENSG00000204525	TWAS	HLA-C	image_Aging5
chr6	29640000	33560000	ENSG00000204536	TWAS	CCHCR1	image_Aging5
chr6	29640000	33560000	ENSG00000204540	TWAS	PSORS1C1	image_Aging5
chr6	29617839	33560000	ENSG00000204568	TWAS	MRPS18B	image_Aging5
chr6	29640000	33560000	ENSG00000204580	TWAS	DDR1	image_Aging5
chr6	29640000	33560000	ENSG00000213760	TWAS	ATP6V1G2	image_Aging5
chr6	25960000	33560000	ENSG00000234127	TWAS	TRIM26	image_Aging5
chr6	29640000	33560000	ENSG00000204351	TWAS	SKIV2L	image_Aging5
chr6	29640000	33560000	ENSG00000204371	TWAS	EHMT2	image_Aging5
chr6	29640000	33560000	ENSG00000204389	TWAS	HSPA1A	image_Aging5
chr6	29640000	33560000	ENSG00000204420	TWAS	MPIG6B	image_Aging5
chr6	29640000	33560000	ENSG00000204438	TWAS	GPANK1	image_Aging5
chr6	29640000	33560000	ENSG00000204463	TWAS	BAG6	image_Aging5
chr6	29640000	33560000	ENSG00000213676	TWAS	ATF6B	image_Aging5
chr6	29640000	33560000	ENSG00000213719	TWAS	CLIC1	image_Aging5
chr6	29640000	33560000	ENSG00000224389	TWAS	C4B	image_Aging5
chr6	29640000	33560000	ENSG00000231852	TWAS	CYP21A2	image_Aging5
chr6	29640000	33560000	ENSG00000244731	TWAS	C4A	image_Aging5
chr6	29640000	33560000	ENSG00000255152	TWAS	MSH5-SAPCD1	image_Aging5
chr6	29640000	33589848	ENSG00000196126	TWAS	HLA-DRB1	image_Aging5
chr6	29640000	33560000	ENSG00000204287	TWAS	HLA-DRA	image_Aging5
chr6	29640000	33560000	ENSG00000204301	TWAS	NOTCH4	image_Aging5
chr6	29640000	33981505	ENSG00000204256	TWAS	BRD2	image_Aging5
chr6	29640000	33969094	ENSG00000204257	TWAS	HLA-DMA	image_Aging5
chr6	29640000	33838770	ENSG00000204267	TWAS	TAP2	image_Aging5
chr6	29640000	33859851	ENSG00000240065	TWAS	PSMB9	image_Aging5
chr7	134148071	136166215	ENSG00000146859	TWAS	TMEM140	image_Aging5
chr7	0	6000000	ENSG00000146535	TWAS	GNA12	image_Aging5
chr7	0	6000000	ENSG00000174945	TWAS	AMZ1	image_Aging5
chr7	0	6000000	ENSG00000198286	TWAS	CARD11	image_Aging5
chr8	117120000	122720000	ENSG00000136982	TWAS	DSCC1	image_Aging5
chr10	101830531	103837472	ENSG00000148795	TWAS	CYP17A1	image_Aging5
chr10	99320000	102557321	ENSG00000166167	TWAS	BTRC	image_Aging5
chr10	99320000	103680000	ENSG00000198728	TWAS	LDB1	image_Aging5
chr10	103031286	105085880	ENSG00000065618	TWAS	COL17A1	image_Aging5
chr10	102040000	104452402	ENSG00000138172	TWAS	CALHM2	image_Aging5
chr17	45923074	50760000	ENSG00000108433	TWAS	GOSR2	image_Aging5
chr17	46320000	50760000	ENSG00000159210	TWAS	SNF8	image_Aging5
chr19	35640000	45640000	ENSG00000183668	TWAS	PSG9	image_Aging5
chr2	147644439	149787569	ENSG00000135999	TWAS	EPC2	image_Aging5
chr2	201634968	203960000	ENSG00000138439	TWAS	FAM117B	image_Aging5
chr2	200840000	203960000	ENSG00000204217	TWAS	BMPR2	image_Aging5
chr3	141200000	144060725	ENSG00000163714	TWAS	U2SURP	image_Aging5
chr6	25020450	30480000	ENSG00000275714	TWAS	H3C1	image_Aging5
chr6	25087280	30480000	ENSG00000010704	TWAS	HFE	image_Aging5
chr6	29640000	33560000	ENSG00000137331	TWAS	IER3	image_Aging5
chr6	29640000	33560000	ENSG00000204469	TWAS	PRRC2A	image_Aging5
chr6	29640000	35520000	ENSG00000112514	TWAS	CUTA	image_Aging5
chr7	0	6000000	ENSG00000106266	TWAS	SNX8	image_Aging5
chr8	117120000	119951885	ENSG00000164761	TWAS	TNFRSF11B	image_Aging5
chr9	108840000	111720000	ENSG00000165124	TWAS	SVEP1	image_Aging5
chr11	119325295	121333686	ENSG00000181264	TWAS	TLCD5	image_Aging5
chr17	42560000	46680000	ENSG00000225190	TWAS	PLEKHM1	image_Aging5
chr19	35640000	45640000	ENSG00000124467	TWAS	PSG8	image_Aging5
chr6	25960000	30480000	ENSG00000112812	TWAS	PRSS16	image_Aging5
chr6	25960000	30480000	ENSG00000187626	TWAS	ZKSCAN4	image_Aging5
chr2	107826891	107892543	ENSG00000196862	QTL	RGPD4	image_Aging5
chr2	108377953	108388988	ENSG00000198075	QTL	SULT1C4	image_Aging5
chr2	108449205	108509414	ENSG00000135968	QTL	GCC2	image_Aging5
chr2	108534354	108687245	ENSG00000169756	QTL	LIMS1	image_Aging5
chr2	108719481	108785808	ENSG00000153201	QTL	RANBP2	image_Aging5
chr2	202773149	202871765	ENSG00000163596	QTL	ICA1L	image_Aging5
chr2	202874260	203014797	ENSG00000138442	QTL	WDR12	image_Aging5
chr2	202912213	202988262	ENSG00000138380	QTL	CARF	image_Aging5
chr2	203014878	203226377	ENSG00000144426	QTL	NBEAL1	image_Aging5
chr3	13316234	13420321	ENSG00000132182	QTL	NUP210	image_Aging5
chr3	14947583	15053599	ENSG00000177463	QTL	NR2C2	image_Aging5
chr3	25174331	25597931	ENSG00000077092	QTL	RARB	image_Aging5
chr3	46921725	46982009	ENSG00000160799	QTL	CCDC12	image_Aging5
chr3	46979665	47009703	ENSG00000160796	QTL	NBEAL2	image_Aging5
chr3	47413680	47477125	ENSG00000114650	QTL	SCAP	image_Aging5
chr3	47495639	47513711	ENSG00000163832	QTL	ELP6	image_Aging5
chr3	52836218	52897547	ENSG00000213533	QTL	STIMATE	image_Aging5
chr3	89107620	89482133	ENSG00000044524	QTL	EPHA3	image_Aging5
chr6	26457903	26476620	ENSG00000112763	QTL	BTN2A1	image_Aging5
chr6	28141882	28159459	ENSG00000198315	QTL	ZKSCAN8	image_Aging5
chr6	30102896	30113089	ENSG00000204616	QTL	TRIM31	image_Aging5
chr6	31661227	31666282	ENSG00000204438	QTL	GPANK1	image_Aging5
chr6	31765589	31777327	ENSG00000204396	QTL	VWA7	image_Aging5
chr6	31982056	32002680	ENSG00000244731	QTL	C4A	image_Aging5
chr6	32014794	32035417	ENSG00000224389	QTL	C4B	image_Aging5
chr6	32038326	32041643	ENSG00000231852	QTL	CYP21A2	image_Aging5
chr6	32041152	32115333	ENSG00000168477	QTL	TNXB	image_Aging5
chr6	96015973	96215611	ENSG00000172461	QTL	FUT9	image_Aging5
chr6	96521594	96555275	ENSG00000014123	QTL	UFL1	image_Aging5
chr6	96562547	96616635	ENSG00000112214	QTL	FHL5	image_Aging5
chr6	126340114	126348874	ENSG00000203760	QTL	CENPW	image_Aging5
chr7	2679521	2775499	ENSG00000174945	QTL	AMZ1	image_Aging5
chr7	2728104	2844307	ENSG00000146535	QTL	GNA12	image_Aging5
chr11	8693350	8910950	ENSG00000166444	QTL	DENND2B	image_Aging5
chr11	8911138	8920083	ENSG00000166452	QTL	AKIP1	image_Aging5
chr11	8947201	8965010	ENSG00000175348	QTL	TMEM9B	image_Aging5
chr11	10573090	10693987	ENSG00000072952	QTL	IRAG1	image_Aging5
chr11	61752635	61788517	ENSG00000124920	QTL	MYRF	image_Aging5
chr11	61768500	61792801	ENSG00000134825	QTL	TMEM258	image_Aging5
chr11	61792979	61867353	ENSG00000134824	QTL	FADS2	image_Aging5
chr11	61799626	61829317	ENSG00000149485	QTL	FADS1	image_Aging5
chr11	63838927	63911019	ENSG00000072518	QTL	MARK2	image_Aging5
chr11	120325295	120333685	ENSG00000181264	QTL	TLCD5	image_Aging5
chr11	120336412	120489936	ENSG00000196914	QTL	ARHGEF12	image_Aging5
chr10	73644880	73663802	ENSG00000166317	QTL	SYNPO2L	image_Aging5
chr10	73995192	74121362	ENSG00000035403	QTL	VCL	image_Aging5
chr10	74151201	74709962	ENSG00000156110	QTL	ADK	image_Aging5
chr10	102743947	102834515	ENSG00000166272	QTL	WBP1L	image_Aging5
chr10	102869469	102901898	ENSG00000214435	QTL	AS3MT	image_Aging5
chr10	102918293	103090221	ENSG00000148842	QTL	CNNM2	image_Aging5
chr10	103087184	103277604	ENSG00000076685	QTL	NT5C2	image_Aging5
chr16	58058	76354	ENSG00000007384	QTL	RHBDF1	image_Aging5
chr16	89707133	89720897	ENSG00000075399	QTL	VPS9D1	image_Aging5
chr17	47323289	47441311	ENSG00000178852	QTL	EFCAB13	image_Aging5
chr17	47831633	47837718	ENSG00000141294	QTL	LRRC46	image_Aging5
chr17	48762234	48817213	ENSG00000170703	QTL	TTLL6	image_Aging5
chr17	48831025	48866521	ENSG00000136436	QTL	CALCOCO2	image_Aging5
chr17	48892764	48895870	ENSG00000159199	QTL	ATP5MC1	image_Aging5
chr17	48908406	48929055	ENSG00000159202	QTL	UBE2Z	image_Aging5
chr17	48929315	48944841	ENSG00000159210	QTL	SNF8	image_Aging5
chr17	77280568	77500595	ENSG00000184640	QTL	SEPTIN9	image_Aging5
chr19	47255979	47273700	ENSG00000105321	QTL	CCDC9	image_Aging5
chr19	47290022	47322065	ENSG00000197405	QTL	C5AR1	image_Aging5
chr22	45308967	45341954	ENSG00000100376	QTL	FAM118A	image_Aging5
chr10	103268872	105304950	ENSG00000065621	TWAS	GSTO2	TL1
chr10	102877569	104918184	ENSG00000107960	TWAS	STN1	TL1
chr10	103309698	105338465	ENSG00000148841	TWAS	ITPRIP	TL1
chr10	3080000	7840000	ENSG00000108021	TWAS	TASOR2	TL1
chr10	92480000	97760000	ENSG00000119969	TWAS	HELLS	TL1
chr11	0	3560000	ENSG00000177951	TWAS	BET1L	TL1
chr12	119438197	124040000	ENSG00000111780	TWAS	AL021546.1	TL1
chr12	119446443	124040000	ENSG00000257218	TWAS	GATC	TL1
chr12	120080000	124272334	ENSG00000111328	TWAS	CDK2AP1	TL1
chr13	39640000	42320000	ENSG00000120696	TWAS	KBTBD7	TL1
chr14	61840000	67760000	ENSG00000139998	TWAS	RAB15	TL1
chr14	71800000	73959703	ENSG00000119599	TWAS	DCAF4	TL1
chr14	90240000	92417844	ENSG00000015133	TWAS	CCDC88C	TL1
chr15	40280000	43800000	ENSG00000103932	TWAS	RPAP1	TL1
chr15	40280000	43800000	ENSG00000137802	TWAS	MAPKBP1	TL1
chr15	40280000	43800000	ENSG00000137877	TWAS	SPTBN5	TL1
chr15	40280000	43800000	ENSG00000168970	TWAS	JMJD7-PLA2G4B	TL1
chr15	40280000	43800000	ENSG00000243708	TWAS	PLA2G4B	TL1
chr15	40280000	43800000	ENSG00000243789	TWAS	JMJD7	TL1
chr15	40280000	43800000	ENSG00000092531	TWAS	SNAP23	TL1
chr15	48858238	51182817	ENSG00000104043	TWAS	ATP8B4	TL1
chr15	49160000	51236385	ENSG00000140284	TWAS	SLC27A2	TL1
chr16	0	5120000	ENSG00000197562	TWAS	RAB40C	TL1
chr16	0	5120000	ENSG00000167984	TWAS	NLRC3	TL1
chr16	25040000	34000000	ENSG00000188603	TWAS	CLN3	TL1
chr16	36280000	49363122	ENSG00000102910	TWAS	LONP2	TL1
chr16	49065969	52080000	ENSG00000155393	TWAS	HEATR3	TL1
chr16	66326797	71160000	ENSG00000159708	TWAS	LRRC36	TL1
chr16	65961244	71160000	ENSG00000172828	TWAS	CES3	TL1
chr16	66880000	71160000	ENSG00000132612	TWAS	VPS4A	TL1
chr16	66880000	71160000	ENSG00000157322	TWAS	CLEC18A	TL1
chr16	66880000	75440000	ENSG00000157335	TWAS	CLEC18C	TL1
chr16	66880000	71160000	ENSG00000198373	TWAS	WWP2	TL1
chr16	66880000	75440000	ENSG00000223496	TWAS	EXOSC6	TL1
chr16	66880000	71160000	ENSG00000259900	TWAS	AC026464.1	TL1
chr16	66880000	71160000	ENSG00000260914	TWAS	AC026464.4	TL1
chr16	70080000	75440000	ENSG00000102967	TWAS	DHODH	TL1
chr16	70080000	75440000	ENSG00000277481	TWAS	PKD1L3	TL1
chr16	70080000	77640000	ENSG00000168404	TWAS	MLKL	TL1
chr17	0	2840000	ENSG00000074660	TWAS	SCARF1	TL1
chr17	0	2840000	ENSG00000132386	TWAS	SERPINF1	TL1
chr17	0	2840000	ENSG00000272636	TWAS	DOC2B	TL1
chr17	41720000	46680000	ENSG00000188554	TWAS	NBR1	TL1
chr17	4720000	9760000	ENSG00000178971	TWAS	CTC1	TL1
chr17	75000905	77005999	ENSG00000250506	TWAS	CDK3	TL1
chr17	74979251	77005985	ENSG00000261408	TWAS	TEN1-CDK3	TL1
chr18	50400000	56720000	ENSG00000174448	TWAS	STARD6	TL1
chr19	17040000	27240000	ENSG00000181035	TWAS	SLC25A42	TL1
chr19	17040000	27240000	ENSG00000254901	TWAS	BORCS8	TL1
chr19	17040000	27240000	ENSG00000196109	TWAS	ZNF676	TL1
chr19	17040000	27240000	ENSG00000196350	TWAS	ZNF729	TL1
chr19	17040000	27240000	ENSG00000197134	TWAS	ZNF257	TL1
chr19	0	5800000	ENSG00000167670	TWAS	CHAF1A	TL1
chr1	112360000	114920000	ENSG00000134262	TWAS	AP4B1	TL1
chr1	112360000	114977869	ENSG00000163349	TWAS	HIPK1	TL1
chr1	150402724	152459494	ENSG00000143442	TWAS	POGZ	TL1
chr1	26891524	30720000	ENSG00000117748	TWAS	RPA2	TL1
chr20	34800000	39080000	ENSG00000080839	TWAS	RBL1	TL1
chr20	34800000	39080000	ENSG00000101347	TWAS	SAMHD1	TL1
chr20	36920000	39729372	ENSG00000101438	TWAS	SLC32A1	TL1
chr20	36920000	39772520	ENSG00000101442	TWAS	ACTR5	TL1
chr20	34800000	37612384	ENSG00000259399	TWAS	TGIF2-RAB5IF	TL1
chr20	58863564	64444167	ENSG00000196074	TWAS	SYCP2	TL1
chr20	59520000	64444167	ENSG00000130703	TWAS	OSBPL2	TL1
chr20	59520000	64444167	ENSG00000101187	TWAS	SLCO4A1	TL1
chr20	59520000	64444167	ENSG00000101213	TWAS	PTK6	TL1
chr20	59520000	64444167	ENSG00000101150	TWAS	TPD52L2	TL1
chr20	59520000	64444167	ENSG00000101216	TWAS	GMEB2	TL1
chr20	59520000	64444167	ENSG00000101246	TWAS	ARFRP1	TL1
chr20	59520000	64444167	ENSG00000125522	TWAS	NPBWR2	TL1
chr20	59520000	64444167	ENSG00000130584	TWAS	ZBTB46	TL1
chr20	59520000	64444167	ENSG00000171703	TWAS	TCEA2	TL1
chr20	59520000	64444167	ENSG00000197457	TWAS	STMN3	TL1
chr20	59520000	64444167	ENSG00000273154	TWAS	AL121845.3	TL1
chr22	46320000	50818468	ENSG00000025708	TWAS	TYMP	TL1
chr22	46320000	50818468	ENSG00000100288	TWAS	CHKB	TL1
chr22	46320000	50818468	ENSG00000205560	TWAS	CPT1B	TL1
chr2	27360000	30120000	ENSG00000171103	TWAS	TRMT61B	TL1
chr3	137608608	141280000	ENSG00000158234	TWAS	FAIM	TL1
chr3	158640000	161399880	ENSG00000068885	TWAS	IFT80	TL1
chr3	158640000	161485773	ENSG00000213186	TWAS	TRIM59	TL1
chr3	158640000	161449829	ENSG00000248710	TWAS	AC079594.1	TL1
chr3	168793003	170880000	ENSG00000171757	TWAS	LRRC34	TL1
chr3	168821921	170880000	ENSG00000188306	TWAS	LRRIQ4	TL1
chr3	46680000	51920000	ENSG00000001617	TWAS	SEMA3F	TL1
chr3	46680000	51100045	ENSG00000004534	TWAS	RBM6	TL1
chr3	46680000	50671549	ENSG00000164061	TWAS	BSN	TL1
chr3	46680000	50903873	ENSG00000164078	TWAS	MST1R	TL1
chr3	46680000	51920000	ENSG00000188338	TWAS	SLC38A3	TL1
chr3	46680000	51920000	ENSG00000214706	TWAS	IFRD2	TL1
chr4	118440000	124320000	ENSG00000138686	TWAS	BBS7	TL1
chr4	118440000	124320000	ENSG00000164112	TWAS	SMIM43	TL1
chr5	137946724	140760000	ENSG00000120725	TWAS	SIL1	TL1
chr6	123320000	126302078	ENSG00000111906	TWAS	HDDC2	TL1
chr6	25114873	30480000	ENSG00000180596	TWAS	H2BC4	TL1
chr6	25196784	30480000	ENSG00000197409	TWAS	H3C4	TL1
chr6	25960000	30480000	ENSG00000096654	TWAS	ZNF184	TL1
chr6	25440471	30480000	ENSG00000111801	TWAS	BTN3A3	TL1
chr6	25457903	30480000	ENSG00000112763	TWAS	BTN2A1	TL1
chr6	25383095	30480000	ENSG00000124508	TWAS	BTN2A2	TL1
chr6	25365158	30480000	ENSG00000186470	TWAS	BTN3A2	TL1
chr6	25960000	30480000	ENSG00000189298	TWAS	ZKSCAN3	TL1
chr6	25960000	30480000	ENSG00000197238	TWAS	H4C11	TL1
chr6	25960000	30480000	ENSG00000233822	TWAS	H2BC15	TL1
chr6	25960000	30480000	ENSG00000235109	TWAS	ZSCAN31	TL1
chr6	25960000	30480000	ENSG00000273542	TWAS	H4C12	TL1
chr6	25960000	30480000	ENSG00000276302	TWAS	AL021997.2	TL1
chr6	25960000	30480000	ENSG00000197935	TWAS	ZNF311	TL1
chr6	25960000	33560000	ENSG00000204642	TWAS	HLA-F	TL1
chr6	25960000	33560000	ENSG00000204644	TWAS	ZFP57	TL1
chr6	29640000	33560000	ENSG00000137411	TWAS	VARS2	TL1
chr6	29640000	33560000	ENSG00000204540	TWAS	PSORS1C1	TL1
chr6	29640000	33560000	ENSG00000204580	TWAS	DDR1	TL1
chr6	29489508	33560000	ENSG00000204592	TWAS	HLA-E	TL1
chr6	29640000	33560000	ENSG00000254870	TWAS	ATP6V1G2-DDX39B	TL1
chr6	29640000	33560000	ENSG00000168477	TWAS	TNXB	TL1
chr6	29640000	33560000	ENSG00000204371	TWAS	EHMT2	TL1
chr6	29640000	33560000	ENSG00000204420	TWAS	MPIG6B	TL1
chr6	29640000	33560000	ENSG00000204428	TWAS	LY6G5C	TL1
chr6	29640000	33560000	ENSG00000204438	TWAS	GPANK1	TL1
chr6	29640000	33560000	ENSG00000204463	TWAS	BAG6	TL1
chr6	29640000	33560000	ENSG00000213676	TWAS	ATF6B	TL1
chr6	29640000	33560000	ENSG00000213719	TWAS	CLIC1	TL1
chr6	29640000	33560000	ENSG00000228727	TWAS	SAPCD1	TL1
chr6	29640000	33560000	ENSG00000244731	TWAS	C4A	TL1
chr6	29640000	33560000	ENSG00000204301	TWAS	NOTCH4	TL1
chr6	29640000	33560000	ENSG00000285085	TWAS	AL662884.4	TL1
chr7	123440000	127640000	ENSG00000128513	TWAS	POT1	TL1
chr7	74760000	80080000	ENSG00000091073	TWAS	DTX2	TL1
chr7	98840000	102680000	ENSG00000066923	TWAS	STAG3	TL1
chr8	46960184	48978160	ENSG00000104738	TWAS	MCM4	TL1
chr8	90954967	94760000	ENSG00000079102	TWAS	RUNX1T1	TL1
chr8	91080000	96240000	ENSG00000104413	TWAS	ESRP1	TL1
chr8	91080000	96240000	ENSG00000164944	TWAS	VIRMA	TL1
chr10	99320000	102120000	ENSG00000099194	TWAS	SCD	TL1
chr10	101918293	104090222	ENSG00000148842	TWAS	CNNM2	TL1
chr10	102040000	104248016	ENSG00000235376	TWAS	RPEL1	TL1
chr10	102967139	105029233	ENSG00000065613	TWAS	SLK	TL1
chr10	102040000	104855543	ENSG00000107957	TWAS	SH3PXD2A	TL1
chr10	103235355	105267459	ENSG00000148834	TWAS	GSTO1	TL1
chr10	102040000	104396492	ENSG00000173915	TWAS	ATP5MD	TL1
chr10	92480000	97760000	ENSG00000165841	TWAS	CYP2C19	TL1
chr10	92480000	97760000	ENSG00000276490	TWAS	AL583836.1	TL1
chr10	94520000	100280000	ENSG00000171311	TWAS	EXOSC1	TL1
chr10	97440000	102120000	ENSG00000198018	TWAS	ENTPD7	TL1
chr11	107116694	110400000	ENSG00000075239	TWAS	ACAT1	TL1
chr11	107157215	110400000	ENSG00000149308	TWAS	NPAT	TL1
chr11	107222831	110400000	ENSG00000149311	TWAS	ATM	TL1
chr11	107472112	110400000	ENSG00000178202	TWAS	POGLUT3	TL1
chr11	107760000	111560000	ENSG00000137710	TWAS	RDX	TL1
chr11	107760000	111560000	ENSG00000149289	TWAS	ZC3H12C	TL1
chr11	107665068	110400000	ENSG00000178105	TWAS	DDX10	TL1
chr11	0	3560000	ENSG00000142082	TWAS	SIRT3	TL1
chr11	0	3560000	ENSG00000185627	TWAS	PSMD13	TL1
chr11	45800000	54520000	ENSG00000149177	TWAS	PTPRJ	TL1
chr12	120080000	124040000	ENSG00000158104	TWAS	HPD	TL1
chr12	120080000	124040000	ENSG00000182782	TWAS	HCAR2	TL1
chr12	120080000	124040000	ENSG00000196917	TWAS	HCAR1	TL1
chr13	70560000	75560000	ENSG00000083535	TWAS	PIBF1	TL1
chr14	61840000	67760000	ENSG00000089775	TWAS	ZBTB25	TL1
chr14	61840000	67760000	ENSG00000126804	TWAS	ZBTB1	TL1
chr15	38720000	43800000	ENSG00000259330	TWAS	INAFM2	TL1
chr15	48621036	51000000	ENSG00000104047	TWAS	DTWD1	TL1
chr15	49160000	51265726	ENSG00000140287	TWAS	HDC	TL1
chr16	0	5120000	ENSG00000205937	TWAS	RNPS1	TL1
chr16	25040000	34000000	ENSG00000233232	TWAS	NPIPB7	TL1
chr16	25040000	34000000	ENSG00000178952	TWAS	TUFM	TL1
chr16	36280000	49448402	ENSG00000196470	TWAS	SIAH1	TL1
chr16	65921679	71160000	ENSG00000166592	TWAS	RRAD	TL1
chr16	65932065	71160000	ENSG00000166595	TWAS	CIAO2B	TL1
chr16	65934443	71160000	ENSG00000172831	TWAS	CES2	TL1
chr16	66518417	71160000	ENSG00000039523	TWAS	RIPOR1	TL1
chr16	66170153	71160000	ENSG00000140939	TWAS	NOL3	TL1
chr16	66389809	71160000	ENSG00000159713	TWAS	TPPP3	TL1
chr16	66482571	71160000	ENSG00000159723	TWAS	AGRP	TL1
chr16	66430651	71160000	ENSG00000176387	TWAS	HSD11B2	TL1
chr16	66192154	71160000	ENSG00000205250	TWAS	E2F4	TL1
chr16	66163384	71160000	ENSG00000265690	TWAS	AC074143.1	TL1
chr16	66880000	71160000	ENSG00000132600	TWAS	PRMT7	TL1
chr16	66880000	71160000	ENSG00000102908	TWAS	NFAT5	TL1
chr16	66880000	71160000	ENSG00000132603	TWAS	NIP7	TL1
chr16	66880000	71160000	ENSG00000141076	TWAS	UTP4	TL1
chr16	66880000	71160000	ENSG00000168807	TWAS	SNTB2	TL1
chr16	66880000	71160000	ENSG00000213380	TWAS	COG8	TL1
chr16	66880000	71160000	ENSG00000260371	TWAS	AC026464.3	TL1
chr16	66880000	71160000	ENSG00000272617	TWAS	AC026464.6	TL1
chr16	66880000	75440000	ENSG00000157353	TWAS	FCSK	TL1
chr16	66880000	75440000	ENSG00000103043	TWAS	VAC14	TL1
chr16	70080000	77640000	ENSG00000090863	TWAS	GLG1	TL1
chr16	70080000	77640000	ENSG00000140839	TWAS	CLEC18B	TL1
chr16	70080000	77640000	ENSG00000168411	TWAS	RFWD3	TL1
chr16	74280000	77640000	ENSG00000282757	TWAS	DUXB	TL1
chr16	80880000	85080000	ENSG00000135698	TWAS	MPHOSPH6	TL1
chr16	80444807	85080000	ENSG00000153815	TWAS	CMIP	TL1
chr16	80880000	85920768	ENSG00000103196	TWAS	CRISPLD2	TL1
chr17	0	2840000	ENSG00000167703	TWAS	SLC43A2	TL1
chr17	0	2840000	ENSG00000174231	TWAS	PRPF8	TL1
chr17	0	3063241	ENSG00000177374	TWAS	HIC1	TL1
chr17	0	2840000	ENSG00000186532	TWAS	SMYD4	TL1
chr17	0	2840000	ENSG00000181031	TWAS	RPH3AL	TL1
chr17	37920000	43360000	ENSG00000161594	TWAS	KLHL10	TL1
chr17	41101404	43360000	ENSG00000108771	TWAS	DHX58	TL1
chr17	42560000	46680000	ENSG00000091947	TWAS	TMEM101	TL1
chr17	42560000	46680000	ENSG00000231256	TWAS	CFAP97D1	TL1
chr17	42560000	46680000	ENSG00000141349	TWAS	G6PC3	TL1
chr17	42560000	46680000	ENSG00000161654	TWAS	LSM12	TL1
chr17	42560000	46680000	ENSG00000181513	TWAS	ACBD4	TL1
chr17	74979239	77000586	ENSG00000257949	TWAS	TEN1	TL1
chr18	0	2880000	ENSG00000176890	TWAS	TYMS	TL1
chr18	50400000	56720000	ENSG00000134046	TWAS	MBD2	TL1
chr19	13840000	27240000	ENSG00000131351	TWAS	HAUS8	TL1
chr19	13840000	27240000	ENSG00000130300	TWAS	PLVAP	TL1
chr19	13840000	27240000	ENSG00000167483	TWAS	NIBAN3	TL1
chr19	13840000	27240000	ENSG00000171773	TWAS	NXNL1	TL1
chr19	17040000	27240000	ENSG00000105701	TWAS	FKBP8	TL1
chr19	13840000	27240000	ENSG00000175489	TWAS	LRRC25	TL1
chr19	17040000	27240000	ENSG00000130283	TWAS	GDF1	TL1
chr19	17040000	27240000	ENSG00000223802	TWAS	CERS1	TL1
chr19	17040000	27240000	ENSG00000213999	TWAS	MEF2B	TL1
chr19	17040000	27240000	ENSG00000186010	TWAS	NDUFA13	TL1
chr19	17040000	27240000	ENSG00000089639	TWAS	GMIP	TL1
chr19	0	5800000	ENSG00000105246	TWAS	EBI3	TL1
chr19	0	5800000	ENSG00000167671	TWAS	UBXN6	TL1
chr19	55680000	58617616	ENSG00000269699	TWAS	ZIM2	TL1
chr19	55680000	58617616	ENSG00000268533	TWAS	AC003002.2	TL1
chr1	112360000	114920000	ENSG00000118655	TWAS	DCLRE1B	TL1
