#chr	start	end	gene_id	gene_name
chr2	28782516	28850610	ENSG00000163806	SPDYA
chr2	28849820	28870308	ENSG00000171103	TRMT61B
chr2	28894666	28948218	ENSG00000163811	WDR43
chr2	53864068	53970992	ENSG00000068878	PSME4
chr2	54253177	54256228	ENSG00000178021	TSPYL6
chr2	135741733	135785055	ENSG00000144224	UBXN4
chr2	215311955	215349772	ENSG00000138363	ATIC
chr3	48403853	48430085	ENSG00000164050	PLXNB1
chr3	48440256	48444207	ENSG00000232112	TMA7
chr3	49887001	49903872	ENSG00000164078	MST1R
chr3	49907159	49930172	ENSG00000164077	MON1A
chr3	49940006	50100044	ENSG00000004534	RBM6
chr3	88149958	88168728	ENSG00000179021	C3orf38
chr3	88338415	88467593	ENSG00000283434	CSNKA2IP
chr3	101324204	101513240	ENSG00000138468	SENP7
chr3	101648888	101677131	ENSG00000066422	ZBTB11
chr3	101779201	101828230	ENSG00000144815	NXPE3
chr3	133598174	133662379	ENSG00000163781	TOPBP1
chr3	133746039	133796640	ENSG00000091513	TF
chr3	138494343	138594537	ENSG00000114107	CEP70
chr3	138608608	138633375	ENSG00000158234	FAIM
chr3	158644526	158695580	ENSG00000168827	GFM1
chr3	160227453	160449828	ENSG00000248710	AC079594.1
chr3	160256985	160399879	ENSG00000068885	IFT80
chr3	160432444	160485772	ENSG00000213186	TRIM59
chr3	160495006	160565570	ENSG00000186432	KPNA4
chr4	2247431	2262108	ENSG00000123933	MXD4
chr4	7041898	7057951	ENSG00000173011	TADA2B
chr4	9771152	10054935	ENSG00000109667	SLC2A9
chr4	17800654	17810757	ENSG00000163257	DCAF16
chr4	17841198	18021875	ENSG00000178177	LCORL
chr4	48497356	48780321	ENSG00000075539	FRYL
chr4	48805211	48861816	ENSG00000109180	OCIAD1
chr4	48885018	48906936	ENSG00000145247	OCIAD2
chr4	70992537	71030913	ENSG00000156136	DCK
chr4	71062666	71572086	ENSG00000080493	SLC4A4
chr4	82483169	82562356	ENSG00000249242	TMEM150C
chr4	82818508	82901165	ENSG00000138674	SEC31A
chr4	82909972	83012925	ENSG00000189308	LIN54
chr4	86935001	87141053	ENSG00000172493	AFF1
chr4	121824328	121870473	ENSG00000138686	BBS7
chr4	163110072	163166889	ENSG00000145414	NAF1
chr4	163323961	163344831	ENSG00000164128	NPY1R
chr5	1253166	1295067	ENSG00000164362	TERT
chr5	69350983	69370012	ENSG00000085231	AK6
chr5	70049637	70078521	ENSG00000205571	SMN2
chr5	70925029	70953941	ENSG00000172062	SMN1
chr5	72816311	72916732	ENSG00000083312	TNPO1
chr5	79612419	79686647	ENSG00000164329	TENT2
chr5	94618668	94739435	ENSG00000133302	SLF1
chr5	133052012	133106448	ENSG00000170606	HSPA4
chr5	138331934	138349728	ENSG00000120709	FAM53C
chr5	151771044	151812910	ENSG00000145907	G3BP1
chr5	176238366	176345990	ENSG00000170085	SIMC1
chr6	26196783	26197285	ENSG00000197409	H3C4
chr6	28241696	28252268	ENSG00000187626	ZKSCAN4
chr6	29941259	29945883	ENSG00000206503	HLA-A
chr6	31142438	31158237	ENSG00000204536	CCHCR1
chr6	31727037	31730616	ENSG00000213722	DDAH2
chr6	42746957	42868559	ENSG00000112624	BICRAL
chr6	42879615	42889924	ENSG00000146223	RPL7L1
chr6	42890264	42890820	ENSG00000221821	C6orf226
chr6	109366513	109382466	ENSG00000135535	CD164
chr6	125219961	125302077	ENSG00000111906	HDDC2
chr7	75416785	75486298	ENSG00000272391	POM121C
chr7	76397517	76442070	ENSG00000188372	ZP3
chr7	76461675	76505993	ENSG00000091073	DTX2
chr7	76510524	76516521	ENSG00000243566	UPK3B
chr7	76609985	76627260	ENSG00000146707	POMZP3
chr7	77122433	77329532	ENSG00000135205	CCDC146
chr7	100177562	100221487	ENSG00000066923	STAG3
chr7	128937456	128950037	ENSG00000128604	IRF5
chr8	232136	264702	ENSG00000172748	ZNF596
chr8	21919661	22006584	ENSG00000130227	XPO7
chr8	22024124	22036896	ENSG00000158806	NPM2
chr8	22089149	22104910	ENSG00000158863	FAM160B2
chr8	47960184	47978159	ENSG00000104738	MCM4
chr8	55696423	55773406	ENSG00000167904	TMEM68
chr8	55773445	55826444	ENSG00000137574	TGS1
chr8	55879834	56014168	ENSG00000254087	LYN
chr8	91070195	91087094	ENSG00000155100	OTUD6B
chr8	94487688	94553528	ENSG00000164944	VIRMA
chr9	34957607	34982543	ENSG00000122733	PHF24
chr11	167783	207427	ENSG00000177951	BET1L
chr11	4094706	4138931	ENSG00000167325	RRM1
chr11	9573669	9593456	ENSG00000166483	WEE1
chr11	47177521	47186442	ENSG00000165912	PACSIN3
chr11	47465932	47565568	ENSG00000149187	CELF1
chr11	47778086	47848554	ENSG00000030066	NUP160
chr11	108116694	108147602	ENSG00000075239	ACAT1
chr10	5684837	5763739	ENSG00000108021	TASOR2
chr10	5765222	5842131	ENSG00000057608	GDI2
chr10	35008550	35090641	ENSG00000108094	CUL2
chr10	35126790	35212957	ENSG00000095794	CREM
chr10	92689954	92695646	ENSG00000152804	HHEX
chr10	97356700	97426075	ENSG00000052749	RRP12
chr10	103877568	103918183	ENSG00000107960	STN1
chr12	12725916	12829974	ENSG00000178878	APOLD1
chr12	48653210	48682237	ENSG00000139620	KANSL2
chr12	48688457	48716997	ENSG00000129315	CCNT1
chr12	88142295	88199886	ENSG00000139324	TMTC3
chr12	88492792	88580850	ENSG00000049130	KITLG
chr12	111443484	111599675	ENSG00000204842	ATXN2
chr12	120438197	120460005	ENSG00000111780	AL021546.1
chr12	120446443	120463748	ENSG00000257218	GATC
chr12	120461671	120469747	ENSG00000111786	SRSF9
chr12	120578763	120581401	ENSG00000167272	POP5
chr12	122271431	122422668	ENSG00000130779	CLIP1
chr12	122503453	122526999	ENSG00000111011	RSRC2
chr12	128793193	128823957	ENSG00000139370	SLC15A4
chr13	41189833	41194568	ENSG00000120696	KBTBD7
chr13	41566834	41961119	ENSG00000102763	VWA8
chr13	50909746	51024119	ENSG00000136104	RNASEH2B
chr14	21476596	21499174	ENSG00000092203	TOX4
chr14	21498132	21511341	ENSG00000165819	METTL3
chr14	23016542	23035229	ENSG00000100804	PSMB5
chr14	105009572	105021082	ENSG00000170779	CDCA4
chr15	41517175	41544268	ENSG00000103932	RPAP1
chr15	41774433	41827854	ENSG00000137802	MAPKBP1
chr15	41828091	41837580	ENSG00000243789	JMJD7
chr15	41828115	41848142	ENSG00000168970	JMJD7-PLA2G4B
chr15	41837774	41848146	ENSG00000243708	PLA2G4B
chr15	49621036	49656231	ENSG00000104047	DTWD1
chr15	56244008	56445996	ENSG00000151575	TEX9
chr16	3500975	3539047	ENSG00000103351	CLUAP1
chr16	3539032	3577402	ENSG00000167984	NLRC3
chr16	3611727	3680142	ENSG00000213918	DNASE1
chr16	11833849	11851579	ENSG00000171490	RSL1D1
chr16	11868127	11916081	ENSG00000103342	GSPT1
chr16	15643266	15734690	ENSG00000072864	NDE1
chr16	28379578	28403840	ENSG00000205609	EIF3CL
chr16	28456371	28471174	ENSG00000233232	NPIPB7
chr16	28474110	28495574	ENSG00000188603	CLN3
chr16	28532707	28539007	ENSG00000176046	NUPR1
chr16	28537039	28623554	ENSG00000288656	AC020765.6
chr16	28553919	28591789	ENSG00000176476	SGF29
chr16	28591942	28597049	ENSG00000197165	SULT1A2
chr16	28605195	28623624	ENSG00000196502	SULT1A1
chr16	28688557	28735726	ENSG00000184110	EIF3C
chr16	28823047	28837236	ENSG00000168488	ATXN2L
chr16	28842410	28846347	ENSG00000178952	TUFM
chr16	28846599	28874211	ENSG00000178188	SH2B1
chr16	28878404	28904465	ENSG00000196296	ATP2A1
chr16	28904420	28936525	ENSG00000177548	RABEP2
chr16	28984825	28990783	ENSG00000213658	LAT
chr16	30957753	30984663	ENSG00000099381	SETD1A
chr16	50246136	50318134	ENSG00000121281	ADCY7
chr16	53491039	53504410	ENSG00000166971	AKTIP
chr16	70299193	70372581	ENSG00000260537	AC012184.2
chr16	71447596	71463094	ENSG00000167377	ZNF23
chr16	72063147	72077245	ENSG00000261701	HPR
chr16	74621398	74666876	ENSG00000168411	RFWD3
chr16	82147797	82170223	ENSG00000135698	MPHOSPH6
chr17	142788	181649	ENSG00000272636	DOC2B
chr17	212388	386253	ENSG00000181031	RPH3AL
chr17	439977	445938	ENSG00000183688	RFLNB
chr17	799309	979775	ENSG00000167693	NXN
chr17	8224814	8248055	ENSG00000178971	CTC1
chr17	39252662	39402522	ENSG00000108306	FBXL20
chr17	39665348	39666553	ENSG00000173991	TCAP
chr17	44849947	44899444	ENSG00000108883	EFTUD2
chr17	57085091	57121345	ENSG00000121057	AKAP1
chr17	75979239	76000585	ENSG00000257949	TEN1
chr17	75979251	76005984	ENSG00000261408	TEN1-CDK3
chr17	76000905	76005998	ENSG00000250506	CDK3
chr17	78174090	78187232	ENSG00000167900	TK1
chr17	78187316	78207700	ENSG00000183077	AFMID
chr18	657652	673577	ENSG00000176890	TYMS
chr18	12947132	12987535	ENSG00000085415	SEH1L
chr18	12991361	13125051	ENSG00000101639	CEP192
chr18	51174549	51218332	ENSG00000176624	MEX3C
chr18	54269516	54321265	ENSG00000101751	POLI
chr18	54324357	54357963	ENSG00000174448	STARD6
chr18	79679802	79754509	ENSG00000060069	CTDP1
chr20	36890228	36951842	ENSG00000101347	SAMHD1
chr20	63272784	63289789	ENSG00000101199	ARFGAP1
chr19	4343526	4360085	ENSG00000008382	MPND
chr19	4360369	4400546	ENSG00000141985	SH3GL1
chr19	4402639	4445017	ENSG00000167670	CHAF1A
chr19	4444998	4457793	ENSG00000167671	UBXN6
chr19	22179088	22215800	ENSG00000196109	ZNF676
chr19	34172503	34229287	ENSG00000257103	LSM14A
chr19	47064186	47113775	ENSG00000130749	ZC3H4
chr19	51611926	51645544	ENSG00000105501	SIGLEC5
chr19	51612090	51646888	ENSG00000268500	AC018755.2
chr19	51642552	51646800	ENSG00000254415	SIGLEC14
chr19	56774546	56840728	ENSG00000269699	ZIM2
chr19	57351270	57359897	ENSG00000131845	ZNF304
chr19	57389883	57419993	ENSG00000269533	AC003002.3
chr19	57394182	57438456	ENSG00000268533	AC003002.2
chr19	57435324	57447100	ENSG00000186230	ZNF749
chr19	57487710	57496097	ENSG00000105136	ZNF419
chr22	22322471	22322968	ENSG00000211644	IGLV1-51
chr22	25564674	25729293	ENSG00000100077	GRK3
chr22	28687742	28742421	ENSG00000183765	CHEK2
chr22	28742038	28757514	ENSG00000100209	HSCB
chr22	28772673	28789300	ENSG00000159873	CCDC117
chr22	28883571	29057487	ENSG00000183579	ZNRF3
chr22	30554634	30574664	ENSG00000128242	GAL3ST1
chr22	31488687	31618587	ENSG00000198089	SFI1
chr22	31618490	31662431	ENSG00000241878	PISD
chr22	35299274	35347991	ENSG00000100284	TOM1
chr22	35738735	36028823	ENSG00000100320	RBFOX2
chr22	38483437	38507659	ENSG00000100201	DDX17
chr22	38578119	38656628	ENSG00000184949	FAM227A
chr22	38656639	38673853	ENSG00000100211	CBY1
chr22	38681956	38685420	ENSG00000100216	TOMM22
chr22	38685542	38701555	ENSG00000100221	JOSD1
chr22	38734724	38794142	ENSG00000100242	SUN2
chr22	50525751	50530031	ENSG00000025708	TYMP
chr21	33559541	33588705	ENSG00000159147	DONSON
chr21	46136261	46155578	ENSG00000160282	FTCD
chr21	46635594	46665123	ENSG00000160310	PRMT2
